CUSTOMER,STATE,GENDER,EDUCATION,INCOME,MONTHLY_PREMIUM_AUTO,POLICY_TYPE,VEHICLE_CLASS,TOTAL_CLAIM_AMOUNT
DI30528,California,F,Master,36650,$69.00,Personal Auto,Four-Door Car,$56.60
SC66359,Arizona,F,College,50653,$110.00,Corporate Auto,SUV,$262.87
EN61670,Arizona,F,Doctor,68931,$66.00,Personal Auto,Four-Door Car,$309.58
DQ10761,Oregon,M,Bachelor,0,$73.00,Corporate Auto,Four-Door Car,$350.40
BQ51587,California,F,College,0,$73.00,Personal Auto,Four-Door Car,$365.36
JE21522,California,M,Bachelor,39266,$80.00,Personal Auto,Four-Door Car,$384.00
WS47147,California,M,College,0,$102.00,Personal Auto,SUV,$489.60
ZA64638,Nevada,F,High School or Below,0,$98.00,Personal Auto,Four-Door Car,$705.60
EW38459,Nevada,F,Bachelor,40864,$65.00,Corporate Auto,Four-Door Car,$9.52
QW87316,Oregon,F,College,39035,$68.00,Personal Auto,Four-Door Car,$244.56
IC43478,California,M,Bachelor,34923,$98.00,Personal Auto,Two-Door Car,$639.11
TE34064,California,M,High School or Below,0,$63.00,Personal Auto,Four-Door Car,$453.60
WU60905,California,F,High School or Below,0,$111.00,Corporate Auto,SUV,$532.80
YM18992,California,F,College,24506,$71.00,Personal Auto,Two-Door Car,$511.20
PD55753,Oregon,M,High School or Below,0,$82.00,Personal Auto,Four-Door Car,$554.52
KU56006,Arizona,F,College,52220,$70.00,Personal Auto,Four-Door Car,$336.00
MJ69973,Arizona,M,High School or Below,0,$74.00,Personal Auto,Two-Door Car,$402.45
TW43626,California,M,College,53554,$67.00,Personal Auto,Four-Door Car,$327.02
XX84133,California,M,Bachelor,34476,$67.00,Corporate Auto,Four-Door Car,$5.40
ZW84453,Arizona,F,Bachelor,0,$70.00,Personal Auto,Four-Door Car,$131.40
HO29524,California,M,College,68205,$76.00,Personal Auto,Two-Door Car,$99.38
VE89726,California,F,High School or Below,0,$119.00,Personal Auto,SUV,$856.80
GE87503,California,M,High School or Below,53690,$154.00,Personal Auto,SUV,$739.20
PX90263,Oregon,M,High School or Below,0,$72.00,Personal Auto,Four-Door Car,$518.40
NI17718,California,F,High School or Below,0,$61.00,Personal Auto,Four-Door Car,$292.80
FY32213,California,F,High School or Below,74454,$71.00,Personal Auto,Four-Door Car,$340.80
RZ13254,Nevada,F,Bachelor,0,$73.00,Personal Auto,Four-Door Car,$350.40
GN45013,Oregon,M,High School or Below,29664,$71.00,Personal Auto,Four-Door Car,$340.80
NM39588,Washington,F,Doctor,72450,$66.00,Corporate Auto,Four-Door Car,$84.22
KU84464,Nevada,F,Bachelor,47272,$79.00,Personal Auto,Four-Door Car,$64.55
YH43527,Oregon,F,College,21585,$92.00,Corporate Auto,Four-Door Car,$441.60
RO30676,California,F,College,23827,$106.00,Personal Auto,Four-Door Car,$37.91
QL59704,Arizona,F,College,69906,$74.00,Corporate Auto,Four-Door Car,$202.86
QH19450,California,F,High School or Below,0,$72.00,Corporate Auto,Four-Door Car,$345.60
SA54664,Washington,M,Master,73196,$66.00,Personal Auto,Four-Door Car,$85.81
CI38330,Washington,M,Bachelor,72217,"$6,464.00",Personal Auto,Four-Door Car,$91.15
WB38524,California,M,High School or Below,46131,$74.00,Personal Auto,Two-Door Car,$355.20
CE56187,Oregon,F,Master,54514,$109.00,Personal Auto,SUV,$286.23
JL19416,California,F,High School or Below,0,$161.00,Personal Auto,SUV,"$1,159.20"
JZ61422,Nevada,F,College,96668,$66.00,Personal Auto,Four-Door Car,$316.80
LA13377,California,M,Doctor,78879,$69.00,Personal Auto,Four-Door Car,$466.57
NC99948,Nevada,M,College,0,$69.00,Personal Auto,Four-Door Car,$331.20
QD34785,Arizona,F,Bachelor,0,$76.00,Personal Auto,Four-Door Car,$364.80
RO26085,California,F,Bachelor,0,$112.00,Personal Auto,Sports Car,"$1,252.41"
ES57969,Oregon,M,Bachelor,29735,$69.00,Personal Auto,Four-Door Car,$331.20
JK55587,California,M,High School or Below,23082,$65.00,Special Auto,Four-Door Car,$312.00
RN97635,Arizona,M,Bachelor,53984,$80.00,Corporate Auto,Four-Door Car,$421.48
BI76326,California,F,College,52135,$156.00,Personal Auto,SUV,$430.51
JA34909,California,F,College,17576,$71.00,Corporate Auto,Four-Door Car,$398.50
OJ90342,Oregon,F,Bachelor,29486,$62.00,Personal Auto,Four-Door Car,$7.65
CM88932,Oregon,F,Master,58557,$88.00,Corporate Auto,Four-Door Car,$55.51
JJ97525,California,M,Bachelor,25632,$63.00,Personal Auto,Two-Door Car,$351.27
XV21647,California,F,High School or Below,0,$112.00,Personal Auto,Sports Car,$806.40
MC83487,Arizona,M,Bachelor,18768,$68.00,Corporate Auto,Four-Door Car,$647.45
BL90769,California,F,Bachelor,33190,$106.00,Personal Auto,SUV,$508.80
CR57148,Oregon,F,Master,47945,$74.00,Personal Auto,Two-Door Car,$128.44
CP85232,Arizona,M,College,58778,$126.00,Special Auto,SUV,$302.03
YL74732,California,F,High School or Below,15192,$100.00,Personal Auto,SUV,$480.00
FG16766,California,F,Bachelor,51859,$171.00,Personal Auto,SUV,"$1,003.16"
NV55438,Nevada,F,High School or Below,23422,$72.00,Personal Auto,Two-Door Car,$518.40
RM10880,California,F,College,21604,$79.00,Corporate Auto,Four-Door Car,$379.20
GL56175,Arizona,M,College,79298,$90.00,Personal Auto,Four-Door Car,$244.36
UK52289,Arizona,F,Bachelor,76731,$64.00,Special Auto,Four-Door Car,$201.46
OT85112,Washington,M,College,38460,$88.00,Personal Auto,Four-Door Car,$91.55
BC62782,Arizona,F,College,48534,$115.00,Personal Auto,SUV,$552.00
TI19722,Washington,M,Doctor,30817,$88.00,Corporate Auto,Four-Door Car,$91.83
JP30654,Oregon,F,College,48412,$104.00,Personal Auto,SUV,$707.43
UM45563,Washington,M,Bachelor,68798,$114.00,Personal Auto,SUV,$92.92
EN60878,Oregon,M,Bachelor,23712,$85.00,Personal Auto,Four-Door Car,$376.13
JF36291,California,M,College,28142,$105.00,Personal Auto,Sports Car,$701.71
BK59444,California,F,Master,72196,$68.00,Personal Auto,Four-Door Car,$152.18
MK70700,California,M,Master,68197,$69.00,Personal Auto,Four-Door Car,$176.82
IW71076,California,M,Bachelor,75248,$63.00,Corporate Auto,Four-Door Car,$104.45
AP98768,California,F,College,0,$98.00,Personal Auto,Four-Door Car,$941.72
OM24164,Nevada,M,Bachelor,0,$65.00,Personal Auto,Two-Door Car,$468.00
HR85211,Washington,F,Master,89879,$63.00,Personal Auto,Two-Door Car,$94.03
VC87846,Oregon,M,High School or Below,46998,$96.00,Corporate Auto,Four-Door Car,$460.80
ZM92052,Oregon,M,Bachelor,57099,$67.00,Personal Auto,Two-Door Car,$67.86
ON73702,Arizona,F,Bachelor,33897,$114.00,Corporate Auto,SUV,$539.84
QQ90441,Nevada,F,High School or Below,59207,$116.00,Personal Auto,Four-Door Car,$556.80
HU35721,Oregon,M,High School or Below,40171,$73.00,Personal Auto,Four-Door Car,$350.40
YP47665,Washington,M,Doctor,80192,$67.00,Personal Auto,Four-Door Car,$95.19
FU99476,Washington,M,High School or Below,74422,$85.00,Personal Auto,Four-Door Car,$95.34
AG85615,Oregon,M,College,0,$87.00,Special Auto,Four-Door Car,$626.40
OY74069,Arizona,F,College,0,$67.00,Personal Auto,Four-Door Car,$321.60
DJ91267,Nevada,F,Bachelor,34226,$244.00,Personal Auto,Luxury SUV,$494.40
KB72438,California,F,High School or Below,65989,$123.00,Personal Auto,SUV,$115.55
TR67616,Oregon,M,High School or Below,30686,$61.00,Corporate Auto,Four-Door Car,$19.94
GF65731,California,F,Master,0,$113.00,Personal Auto,Sports Car,$799.93
HB67642,Arizona,F,High School or Below,20090,$109.00,Personal Auto,Sports Car,$523.20
DP84567,California,M,High School or Below,0,$183.00,Personal Auto,Luxury SUV,$878.40
VV77534,Oregon,M,College,77094,$176.00,Personal Auto,SUV,$444.47
GL67540,California,F,College,97413,$73.00,Personal Auto,Four-Door Car,$268.82
SV50502,Oregon,F,Master,79189,$69.00,Corporate Auto,Four-Door Car,$331.20
UK59698,California,F,High School or Below,0,$62.00,Personal Auto,Two-Door Car,$297.60
OA57352,Arizona,F,College,18577,$86.00,Personal Auto,Four-Door Car,$412.80
ZF84449,Oregon,F,College,0,$112.00,Special Auto,Sports Car,$806.40
AX86150,Washington,M,High School or Below,62777,$67.00,Personal Auto,Two-Door Car,$101.29
HG39060,Oregon,M,Bachelor,0,$74.00,Corporate Auto,Four-Door Car,$532.80
EM29359,Nevada,M,College,17483,$183.00,Personal Auto,Luxury Car,"$1,317.60"
SF57173,Oregon,M,Master,84394,$114.00,Personal Auto,SUV,$691.41
OT47603,Oregon,M,College,0,$127.00,Personal Auto,Sports Car,$804.81
SW31412,Oregon,F,College,41440,$62.00,Personal Auto,Four-Door Car,$297.60
JS36322,Arizona,M,High School or Below,0,$136.00,Personal Auto,Sports Car,"$1,090.86"
RE81445,Oregon,F,College,98132,$71.00,Personal Auto,Two-Door Car,$50.59
RM24280,Oregon,F,High School or Below,0,$112.00,Personal Auto,Four-Door Car,$537.60
LC25393,California,M,Bachelor,88220,$230.00,Personal Auto,Luxury Car,$151.53
UX38930,Arizona,F,Master,58327,$129.00,Personal Auto,SUV,$347.08
HD95496,Oregon,M,Master,25950,$66.00,Personal Auto,Two-Door Car,$271.70
RX24650,Oregon,M,High School or Below,20993,$133.00,Corporate Auto,SUV,$638.40
DW19309,Oregon,M,High School or Below,65726,$177.00,Corporate Auto,SUV,$849.60
MT41386,Washington,M,Bachelor,84768,$72.00,Personal Auto,Two-Door Car,$110.48
WZ40465,Washington,F,Bachelor,36234,$63.00,Personal Auto,Four-Door Car,$113.53
DB42794,California,M,College,58842,$110.00,Personal Auto,Four-Door Car,$528.00
JB50798,Oregon,F,Master,25629,$124.00,Corporate Auto,Sports Car,$595.20
IP69763,Washington,F,College,77311,$181.00,Personal Auto,SUV,$113.61
TE35785,California,M,Doctor,0,$196.00,Personal Auto,Luxury SUV,"$1,337.06"
HX74855,Washington,M,High School or Below,95697,$61.00,Personal Auto,Two-Door Car,$114.27
QN65180,Oregon,F,Bachelor,22254,$79.00,Personal Auto,Four-Door Car,$125.19
GE47180,Nevada,M,High School or Below,65974,$113.00,Personal Auto,Sports Car,$235.22
VQ38776,Oregon,F,College,0,$76.00,Personal Auto,Four-Door Car,$395.34
BH86846,Washington,M,High School or Below,92079,$65.00,Corporate Auto,Four-Door Car,$114.80
IN17648,Nevada,M,High School or Below,0,$74.00,Personal Auto,Two-Door Car,$772.80
DF95759,Oregon,M,College,0,$132.00,Personal Auto,SUV,$633.60
QG45324,Oregon,F,High School or Below,0,$73.00,Personal Auto,Four-Door Car,$350.40
MN61620,Arizona,F,College,67752,$131.00,Personal Auto,Sports Car,$168.52
YH86390,California,F,Bachelor,25398,$64.00,Corporate Auto,Four-Door Car,$307.20
FY13480,California,M,High School or Below,0,$88.00,Personal Auto,Four-Door Car,$633.60
YH61661,California,M,High School or Below,33321,$105.00,Special Auto,SUV,$504.00
NL93182,Nevada,M,Bachelor,0,$78.00,Corporate Auto,Four-Door Car,$845.65
LN31673,Washington,NA,College,38923,$99.00,Personal Auto,Four-Door Car,$115.73
WE68644,Oregon,F,Bachelor,20325,$100.00,Personal Auto,Sports Car,$668.29
EZ30498,Oregon,M,Bachelor,13129,$117.00,Personal Auto,SUV,$700.90
QY74517,Oregon,F,High School or Below,0,$73.00,Personal Auto,Four-Door Car,$525.60
NM88660,Nevada,M,Master,49080,$91.00,Corporate Auto,Four-Door Car,$25.30
MZ82036,Nevada,M,College,42536,$63.00,Personal Auto,Four-Door Car,$375.33
ID20929,Oregon,M,Bachelor,29926,$74.00,Corporate Auto,Four-Door Car,$418.23
EY50028,Nevada,M,Doctor,0,$86.00,Corporate Auto,Two-Door Car,$398.24
TT82373,California,F,Bachelor,21450,$138.00,Personal Auto,Sports Car,$938.51
OH64088,California,M,High School or Below,33345,$65.00,Corporate Auto,Four-Door Car,$338.62
SK97780,California,F,Bachelor,15752,$90.00,Corporate Auto,Two-Door Car,$339.34
IO33050,Oregon,F,High School or Below,40169,$65.00,Personal Auto,Four-Door Car,$302.82
XA55917,California,F,College,26049,$113.00,Personal Auto,SUV,$619.17
JK32620,Nevada,M,College,0,$68.00,Personal Auto,Four-Door Car,$326.40
RQ19236,Arizona,M,Doctor,55411,$100.00,Personal Auto,Sports Car,$259.56
QC47433,Oregon,M,College,12459,$70.00,Personal Auto,Four-Door Car,$336.00
RA93608,Oregon,M,Bachelor,64620,$76.00,Personal Auto,Two-Door Car,$364.80
XH97711,California,M,Bachelor,83140,$61.00,Corporate Auto,Four-Door Car,$179.16
AU96286,Oregon,F,Bachelor,0,$92.00,Corporate Auto,Four-Door Car,$662.40
KC17170,Arizona,F,Bachelor,54422,$68.00,Corporate Auto,Four-Door Car,$75.50
ZN47335,California,M,College,68309,$131.00,Corporate Auto,SUV,$306.98
EI46264,California,M,High School or Below,56621,$65.00,Personal Auto,Four-Door Car,$84.03
EK87864,Arizona,F,College,38977,$70.00,Special Auto,Four-Door Car,$139.49
GV45403,Arizona,M,Bachelor,0,$111.00,Corporate Auto,Two-Door Car,$607.45
QK31192,Arizona,M,High School or Below,0,$114.00,Corporate Auto,Two-Door Car,$631.12
LU89008,Arizona,F,College,0,$83.00,Personal Auto,Four-Door Car,$628.02
NS10490,Oregon,F,Bachelor,83235,$70.00,Personal Auto,Two-Door Car,$336.00
KL98495,Nevada,M,College,0,$74.00,Personal Auto,Two-Door Car,$426.66
IU96845,Arizona,M,College,32390,$80.00,Personal Auto,Four-Door Car,$91.42
QL93655,Oregon,F,High School or Below,66538,$95.00,Personal Auto,Two-Door Car,$317.84
PF40592,Washington,F,College,23285,$65.00,Personal Auto,Two-Door Car,$118.45
LZ34046,Oregon,M,Bachelor,76358,$66.00,Personal Auto,Four-Door Car,$86.46
JC80093,Washington,M,Master,21104,$66.00,Personal Auto,Four-Door Car,$118.45
YE88490,Arizona,F,College,55350,$67.00,Personal Auto,Four-Door Car,$321.60
YC80498,California,F,College,12964,$65.00,Personal Auto,Two-Door Car,$362.77
AI85843,Arizona,F,Master,33288,$86.00,Personal Auto,Four-Door Car,$221.86
XD66024,Arizona,F,College,0,$84.00,Personal Auto,Four-Door Car,$980.17
FY51713,Arizona,F,Bachelor,56168,$88.00,Personal Auto,Four-Door Car,$614.68
PH26378,California,M,College,0,$92.00,Personal Auto,Four-Door Car,$662.40
WQ18638,Oregon,M,High School or Below,23105,$69.00,Personal Auto,Two-Door Car,$331.20
KY14688,Oregon,F,Master,36218,$68.00,Personal Auto,Four-Door Car,$145.25
TC97762,California,F,High School or Below,52275,$62.00,Corporate Auto,Four-Door Car,$374.24
QC87108,Oregon,F,College,49665,$74.00,Personal Auto,Four-Door Car,$355.20
CX12134,Nevada,M,High School or Below,32471,$110.00,Personal Auto,Two-Door Car,$528.00
SM73248,Arizona,M,High School or Below,0,$86.00,Corporate Auto,Two-Door Car,$619.20
CK19789,California,F,Master,62773,$73.00,Personal Auto,Four-Door Car,$80.67
UV12583,California,F,College,76694,$117.00,Personal Auto,SUV,$561.60
JC11405,Oregon,M,High School or Below,55687,$276.00,Personal Auto,Luxury SUV,"$1,324.80"
KA89683,Arizona,F,High School or Below,0,$70.00,Personal Auto,Four-Door Car,$504.00
BG85305,Nevada,M,Doctor,36633,$96.00,Personal Auto,Four-Door Car,$460.80
UQ87917,Oregon,M,High School or Below,77060,$106.00,Personal Auto,SUV,$468.57
XN11823,Nevada,F,Bachelor,92600,$94.00,Corporate Auto,Two-Door Car,$842.44
OS46571,California,M,High School or Below,0,$66.00,Personal Auto,Four-Door Car,$475.20
PX17116,Nevada,M,College,0,$111.00,Corporate Auto,SUV,"$1,171.93"
RP19541,Arizona,M,College,64801,$64.00,Personal Auto,Four-Door Car,$268.47
ZR25747,Oregon,F,College,45257,$103.00,Corporate Auto,Two-Door Car,$494.40
NQ86532,California,M,High School or Below,26854,$66.00,Personal Auto,Four-Door Car,$475.20
JY27336,Oregon,F,College,85840,$102.00,Corporate Auto,SUV,$138.72
PB54378,Oregon,F,Doctor,26463,$72.00,Corporate Auto,Four-Door Car,$345.60
SV38190,Nevada,F,Bachelor,30689,$81.00,Personal Auto,Four-Door Car,$467.25
CV24005,Oregon,M,High School or Below,29590,$66.00,Corporate Auto,Two-Door Car,$467.50
EX28656,Oregon,F,College,25965,$253.00,Personal Auto,Luxury SUV,"$1,214.40"
CF57022,Oregon,M,Bachelor,17269,$139.00,Personal Auto,SUV,$667.20
GM16780,Oregon,M,College,90330,$137.00,Corporate Auto,Sports Car,$192.09
BX94438,California,F,High School or Below,0,$113.00,Corporate Auto,SUV,$619.97
RM41745,California,F,High School or Below,0,$110.00,Personal Auto,Four-Door Car,"$1,002.78"
XR70252,California,F,High School or Below,0,$67.00,Personal Auto,Two-Door Car,$321.60
YH92099,Arizona,F,Bachelor,18558,$80.00,Special Auto,Four-Door Car,$384.00
SG81493,Arizona,M,Bachelor,46384,$113.00,Corporate Auto,Four-Door Car,$251.77
ZX23819,Oregon,F,High School or Below,0,$72.00,Personal Auto,Two-Door Car,$866.21
FJ54907,Oregon,F,College,42303,$180.00,Personal Auto,Luxury SUV,"$1,210.92"
CU26127,California,F,Bachelor,71731,$130.00,Corporate Auto,SUV,$599.65
YH60476,Oregon,M,High School or Below,51066,$74.00,Corporate Auto,Four-Door Car,$787.99
ZZ97035,California,M,College,0,$203.00,Corporate Auto,Luxury Car,"$2,027.72"
GE82737,Nevada,F,Bachelor,0,$86.00,Personal Auto,Four-Door Car,$619.20
KY21873,Arizona,M,College,0,$69.00,Personal Auto,Two-Door Car,$72.85
UA51318,Arizona,F,High School or Below,26173,$68.00,Corporate Auto,Four-Door Car,$449.82
BV55014,Oregon,M,Bachelor,24445,$63.00,Personal Auto,Two-Door Car,$302.40
HX21307,Oregon,M,College,72302,$66.00,Personal Auto,Two-Door Car,$316.80
LQ68252,Oregon,M,High School or Below,27208,$102.00,Personal Auto,SUV,$489.60
CR92802,California,F,Master,36650,$69.00,Special Auto,Four-Door Car,$56.60
SL35268,Arizona,M,College,30855,$68.00,Corporate Auto,Four-Door Car,$259.06
RD62882,Arizona,F,Bachelor,0,$95.00,Personal Auto,Two-Door Car,$456.00
JS42382,Oregon,M,Master,99960,$76.00,Corporate Auto,Four-Door Car,$364.80
BT30554,Arizona,F,Bachelor,0,$98.00,Personal Auto,Four-Door Car,$470.40
VP57424,Nevada,F,Bachelor,55873,$88.00,Personal Auto,Four-Door Car,$299.36
VU19243,Arizona,F,High School or Below,18052,$111.00,Personal Auto,Four-Door Car,$699.17
TA82973,Oregon,F,High School or Below,28937,$104.00,Personal Auto,SUV,$117.96
GK71720,Oregon,F,High School or Below,0,$86.00,Personal Auto,Four-Door Car,$545.24
OQ61223,California,M,College,0,$73.00,Personal Auto,Two-Door Car,$350.40
LL62746,Oregon,M,Doctor,12829,$118.00,Personal Auto,SUV,$328.23
JQ56711,Oregon,F,Master,92163,$73.00,Personal Auto,Two-Door Car,$66.57
AW77988,Oregon,M,High School or Below,17588,$192.00,Personal Auto,Luxury Car,"$1,382.40"
QP84605,Washington,F,Bachelor,41546,$111.00,Corporate Auto,Four-Door Car,$121.31
MY97912,Arizona,M,College,0,$127.00,Personal Auto,SUV,$609.60
IB87349,California,M,High School or Below,70340,$113.00,Special Auto,Four-Door Car,$542.40
AW73065,Oregon,F,High School or Below,0,$74.00,Personal Auto,Four-Door Car,$532.80
BW80872,Washington,M,High School or Below,34549,$111.00,Personal Auto,Four-Door Car,$125.93
PX70175,Arizona,M,College,93459,$99.00,Personal Auto,Four-Door Car,$655.41
KF75098,Arizona,M,Bachelor,86148,$65.00,Personal Auto,Four-Door Car,$312.00
IS50283,California,F,Bachelor,27048,$72.00,Corporate Auto,Four-Door Car,$345.60
MY64920,Oregon,F,College,73259,$115.00,Personal Auto,SUV,$673.34
KN34250,Oregon,F,College,35482,$129.00,Corporate Auto,SUV,$619.20
GN46207,Oregon,F,Master,29462,$107.00,Personal Auto,SUV,$513.60
KL57176,Oregon,F,College,67801,$115.00,Personal Auto,SUV,$23.81
MN94234,California,M,High School or Below,0,$94.00,Personal Auto,Two-Door Car,$451.20
JY90595,Arizona,M,High School or Below,16042,$73.00,Personal Auto,Two-Door Car,$350.40
HK26543,California,M,High School or Below,28056,$64.00,Personal Auto,Four-Door Car,$307.20
PN86062,California,M,High School or Below,16495,$85.00,Corporate Auto,Four-Door Car,$408.00
VW27730,California,F,Master,41163,$108.00,Corporate Auto,SUV,$231.92
SH55671,Arizona,F,College,0,$161.00,Personal Auto,Sports Car,$772.80
MO56878,California,M,Bachelor,33799,$109.00,Corporate Auto,SUV,$664.98
VO38365,Washington,F,College,90125,$110.00,Corporate Auto,SUV,$128.65
SV35618,Oregon,F,Bachelor,87747,$147.00,Personal Auto,SUV,$46.49
RX12347,Nevada,M,College,35695,$90.00,Personal Auto,Four-Door Car,$432.00
FR55658,California,M,Master,90985,$87.00,Personal Auto,Four-Door Car,$78.09
XS12556,California,F,College,0,$101.00,Corporate Auto,Sports Car,$564.47
ZU73588,California,M,College,66839,$154.00,Personal Auto,Sports Car,$739.20
WT43034,California,F,High School or Below,0,$165.00,Personal Auto,SUV,$792.00
VM13430,Oregon,F,Bachelor,79090,$107.00,Corporate Auto,SUV,$289.04
TC78849,Oregon,M,Bachelor,24825,$64.00,Personal Auto,Two-Door Car,$155.94
VC34764,California,M,College,26806,$63.00,Personal Auto,Four-Door Car,$302.40
WO90953,Oregon,F,College,56835,$67.00,Personal Auto,Two-Door Car,$326.55
IU47468,Oregon,F,Bachelor,0,$88.00,Special Auto,Two-Door Car,$653.66
KO46064,California,M,Bachelor,46135,$69.00,Personal Auto,Four-Door Car,$103.94
RB34917,Arizona,F,Bachelor,0,$73.00,Personal Auto,Four-Door Car,$809.53
BI38192,Oregon,F,High School or Below,22862,$67.00,Personal Auto,Two-Door Car,$321.60
PU18983,Oregon,F,High School or Below,21450,$110.00,Personal Auto,Sports Car,$528.00
SW79912,Oregon,M,Bachelor,95854,$65.00,Personal Auto,Two-Door Car,$312.00
ES39217,Oregon,F,Bachelor,44897,$99.00,Personal Auto,Four-Door Car,$580.73
KP72427,Washington,M,High School or Below,64455,$108.00,Personal Auto,SUV,$133.74
UA19178,Oregon,F,Master,53265,$62.00,Personal Auto,Four-Door Car,$238.01
PR53785,Arizona,F,High School or Below,0,$198.00,Personal Auto,Luxury Car,"$1,577.67"
XF57481,Washington,M,Master,50450,$90.00,Personal Auto,Two-Door Car,$135.89
CN90378,California,F,High School or Below,54780,$88.00,Personal Auto,Four-Door Car,$135.26
KI56154,Nevada,M,High School or Below,0,$119.00,Personal Auto,Sports Car,$571.20
UI55951,California,M,Bachelor,67798,$69.00,Personal Auto,Four-Door Car,$331.20
FF28650,Oregon,M,Bachelor,21442,$118.00,Personal Auto,SUV,$566.40
FS55302,California,M,Bachelor,27615,$62.00,Personal Auto,Four-Door Car,$297.60
TN79487,California,M,Bachelor,17622,$65.00,Personal Auto,Four-Door Car,$312.00
HG32616,Nevada,M,High School or Below,50200,$135.00,Personal Auto,Sports Car,$637.06
UK41984,Arizona,F,Doctor,0,$112.00,Personal Auto,SUV,$537.60
LZ52266,California,F,High School or Below,0,$96.00,Personal Auto,Four-Door Car,$460.80
PM27367,California,F,Master,73570,$70.00,Special Auto,Two-Door Car,$75.94
ZK21724,Oregon,F,High School or Below,0,$111.00,Personal Auto,SUV,$799.20
BH35482,Washington,M,Doctor,70412,$61.00,Corporate Auto,Two-Door Car,$136.29
QE22757,Nevada,M,Doctor,36631,$62.00,Personal Auto,Four-Door Car,$67.53
ON77649,Oregon,F,College,35895,$73.00,Personal Auto,Four-Door Car,$312.92
RN82884,Arizona,F,College,40864,$109.00,Personal Auto,SUV,$166.94
CQ75652,Oregon,M,College,0,$118.00,Personal Auto,Four-Door Car,$566.40
FF58467,Arizona,F,Master,93018,$63.00,Personal Auto,Four-Door Car,$135.38
BS83666,Oregon,M,Bachelor,70014,$62.00,Corporate Auto,Four-Door Car,$17.74
WO29605,Oregon,F,College,48875,$61.00,Personal Auto,Two-Door Car,$1.84
TL77607,California,M,Bachelor,67969,$74.00,Personal Auto,Four-Door Car,$197.78
EZ50606,Oregon,F,High School or Below,0,$108.00,Corporate Auto,SUV,$612.10
OS39723,Oregon,F,Doctor,68665,$69.00,Personal Auto,Two-Door Car,$331.20
FN69743,California,M,College,26802,$66.00,Corporate Auto,Two-Door Car,$316.80
XW96958,Nevada,M,High School or Below,0,$110.00,Corporate Auto,Four-Door Car,"$1,193.04"
TU92578,California,M,College,45345,$125.00,Personal Auto,SUV,$600.00
TL43709,Washington,M,Bachelor,89689,$74.00,Personal Auto,Four-Door Car,$136.83
YE68736,California,F,Bachelor,32051,$193.00,Personal Auto,SUV,$926.40
OB96537,Oregon,M,Master,81139,$74.00,Special Auto,Four-Door Car,$392.64
EU68825,Oregon,F,Master,63834,$100.00,Personal Auto,Sports Car,$215.23
CC31456,Arizona,M,Bachelor,37548,$81.00,Special Auto,Four-Door Car,$160.60
DJ77787,Arizona,F,High School or Below,0,$69.00,Personal Auto,Four-Door Car,$371.80
LN26837,California,M,High School or Below,72421,$65.00,Personal Auto,Four-Door Car,$312.00
YI92916,Nevada,M,Master,83102,$116.00,Corporate Auto,Four-Door Car,$443.67
NW54906,Oregon,M,College,28432,$118.00,Personal Auto,SUV,$612.30
ME77513,Nevada,F,Master,83707,$108.00,Corporate Auto,Four-Door Car,$290.39
UK76891,California,F,College,63259,$65.00,Corporate Auto,Four-Door Car,$316.80
SI26888,Nevada,F,High School or Below,0,$67.00,Personal Auto,Four-Door Car,$405.53
YD74948,Oregon,F,College,63860,$62.00,Personal Auto,Four-Door Car,$208.60
HB64268,Washington,M,Bachelor,43836,$73.00,Personal Auto,Four-Door Car,$138.13
BW52697,California,F,College,86132,$68.00,Personal Auto,Two-Door Car,$301.44
NL41409,Oregon,F,Bachelor,28519,$66.00,Personal Auto,Two-Door Car,$456.47
OD69005,Arizona,F,High School or Below,39102,$88.00,Personal Auto,Four-Door Car,$152.34
ZZ91716,California,F,Bachelor,0,$89.00,Personal Auto,Four-Door Car,$491.76
UK70255,California,F,College,97298,$128.00,Personal Auto,Sports Car,$48.52
QT25383,Nevada,M,High School or Below,41986,$84.00,Personal Auto,Two-Door Car,$430.38
AW18068,Arizona,M,High School or Below,0,$88.00,Personal Auto,Two-Door Car,$633.60
NS45347,Oregon,F,College,17291,$73.00,Personal Auto,Four-Door Car,$350.40
FV19421,California,M,Bachelor,0,$74.00,Personal Auto,Four-Door Car,$246.49
XW89091,California,M,College,37256,$62.00,Personal Auto,Four-Door Car,$128.97
YC11951,Oregon,M,High School or Below,96306,$95.00,Corporate Auto,Four-Door Car,$185.36
UY18770,California,F,Bachelor,14290,$271.00,Personal Auto,Luxury SUV,"$1,300.80"
RA49085,California,F,College,37038,$71.00,Corporate Auto,Four-Door Car,$9.07
BG84194,Oregon,M,College,90760,$103.00,Special Auto,SUV,$133.48
PT64580,Washington,M,Master,77048,$103.00,Personal Auto,SUV,$141.20
MR67738,Oregon,F,High School or Below,54480,$67.00,Personal Auto,Four-Door Car,$321.60
DM95829,California,M,College,16244,$68.00,Personal Auto,Two-Door Car,$623.22
DB75522,California,F,College,22436,$89.00,Special Auto,Four-Door Car,$427.20
LM34525,Washington,F,College,71592,$72.00,Personal Auto,Four-Door Car,$141.73
WW30771,Arizona,M,Master,28728,$67.00,Personal Auto,Four-Door Car,$321.60
QP65569,Arizona,M,High School or Below,57449,$103.00,Personal Auto,Four-Door Car,$494.40
TN50051,California,F,Doctor,83318,$73.00,Personal Auto,Two-Door Car,$211.34
