Customer,State,State - Cleaned,GENDER,Gender (Clean),Education,Education (Clean), Customer Lifetime Value , CLV - Cleaned , Income , Income (Cleaned) , Monthly Premium Auto , Number of Open Complaints ,Number of Open Complaints,Policy Type,Vehicle Class, Total Claim Amount ,,,State,,,NA,NA,,Master,Masters,,Policy Type,,Vehicle Class
MC62068,California,California,Male,Male,High School or Below,High School or Below," £7,288.88 "," £7,288.88 "," £79,494.00 "," £79,494.00 ", 91 ,1/0/00,,Personal Auto,Four-Door Car, £396.30 ,,,,,,,,,,,,,,
EU27538,Oregon,Oregon,Male,Male,Master,Masters," £18,042.48 "," £18,042.48 "," £35,704.00 "," £35,704.00 ", 225 ,1/0/00,,Personal Auto,Luxury Car, £358.28 ,,,,,,,,,,,,,,
RH42306,Arizona,Arizona,F,Female,Bachelor,Bachelors," £4,992.06 "," £4,992.06 ", £-   ," £39,295.70 ", 71 ,1/0/00,,Corporate Auto,Four-Door Car, £653.39 ,,,,,,,,,,,,,,
US23612,Oregon,Oregon,F,Female,High School or Below,High School or Below," £9,102.27 "," £9,102.27 "," £26,049.00 "," £26,049.00 ", 118 ,1/0/00,,Personal Auto,Two-Door Car, £121.03 ,,,,,,,,,,,,,,
WV76014,Arizona,Arizona,Male,Male,Doctor,Doctor," £2,540.41 "," £2,540.41 "," £70,125.00 "," £70,125.00 ", 64 ,1/0/00,,Special Auto,Four-Door Car, £92.81 ,,,,,,,,,,,,,,
RK96223,California,California,Male,Male,College,College," £12,941.89 "," £12,941.89 "," £52,369.00 "," £52,369.00 ", 110 ,01/01/2000,,Personal Auto,SUV, £528.00 ,,,,,,,,,,,,,,
MF82000,WA,Washington,female,Female,Bachelor,Bachelors," £2,365.35 "," £2,365.35 ", £-   ," £39,295.70 ", 66 ,01/02/2000,,Special Auto,Four-Door Car, £159.64 ,,,,,,,,,,,,,,
FM46980,Arizona,Arizona,Male,Male,College,College," £5,720.77 "," £5,720.77 "," £41,770.00 "," £41,770.00 ", 72 ,1/0/00,,Personal Auto,Four-Door Car, £476.16 ,,,,,,,,,,,,,,
SY56792,Oregon,Oregon,Male,Male,High School or Below,High School or Below," £7,035.53 "," £7,035.53 ", £-   ," £39,295.70 ", 101 ,1/0/00,,Corporate Auto,Four-Door Car, £727.20 ,,,,,,,,,,,,,,
RF61565,California,California,M,Male,College,College," £2,636.98 "," £2,636.98 "," £31,911.00 "," £31,911.00 ", 67 ,1/0/00,,Personal Auto,Four-Door Car, £321.60 ,,,,,,,,,,,,,,
IM94808,Nevada,Nevada,M,Male,Bachelor,Bachelors," £5,395.83 "," £5,395.83 "," £70,051.00 "," £70,051.00 ", 68 ,1/0/00,,Corporate Auto,Four-Door Car, £42.08 ,,,,,,,,,,,,,,
VI14730,Oregon,Oregon,M,Male,High School or Below,High School or Below," £8,382.63 "," £8,382.63 "," £19,683.00 "," £19,683.00 ", 117 ,01/01/2000,,Personal Auto,Sports Car, £561.60 ,,,,,,,,,,,,,,
YR34119,WA,Washington,F,Female,College,College," £31,161.75 "," £31,161.75 "," £30,916.00 "," £30,916.00 ", 112 ,1/0/00,,Personal Auto,SUV, £200.12 ,,,,,,,,,,,,,,
RR77985,Oregon,Oregon,F,Female,Bachelor,Bachelors," £2,887.74 "," £2,887.74 ", £-   ," £39,295.70 ", 80 ,1/0/00,,Personal Auto,Four-Door Car, £676.94 ,,,,,,,,,,,,,,
QD28391,Washington,Washington,M,Male,College,College," £7,425.85 "," £7,425.85 "," £84,302.00 "," £84,302.00 ", 62 ,1/0/00,,Personal Auto,Four-Door Car, £76.61 ,,,,,,,,,,,,,,
WV17090,California,California,M,Male,Bachelor,Bachelors," £25,585.73 "," £25,585.73 ", £-   ," £39,295.70 ", 116 ,1/0/00,,Corporate Auto,SUV, £830.62 ,,,,,,,,,,,,,,
TM23514,Oregon,Oregon,M,Male,College,College," £10,272.61 "," £10,272.61 "," £60,145.00 "," £60,145.00 ", 132 ,1/0/00,,Personal Auto,SUV, £580.47 ,,,,,,,,,,,,,,
MQ68407,Oregon,Oregon,F,Female,Bachelor,Bachelors," £4,376.36 "," £4,376.36 "," £63,774.00 "," £63,774.00 ", 111 ,1/0/00,,Personal Auto,Four-Door Car, £60.04 ,,,,,,,,,,,,,,
GJ59592,California,California,F,Female,Bachelor,Bachelors," £5,318.90 "," £5,318.90 "," £25,134.00 "," £25,134.00 ", 67 ,1/0/00,,Corporate Auto,Four-Door Car, £321.60 ,,,,,,,,,,,,,,
FY56083,Oregon,Oregon,M,Male,Bachelor,Bachelors," £4,719.76 "," £4,719.76 "," £37,057.00 "," £37,057.00 ", 61 ,01/01/2000,,Personal Auto,Four-Door Car, £47.53 ,,,,,,,,,,,,,,
UA94723,Oregon,Oregon,F,Female,High School or Below,High School or Below," £4,428.03 "," £4,428.03 "," £58,577.00 "," £58,577.00 ", 110 ,1/0/00,,Personal Auto,SUV, £303.87 ,,,,,,,,,,,,,,
FW91032,California,California,M,Male,High School or Below,High School or Below," £5,879.18 "," £5,879.18 "," £85,857.00 "," £85,857.00 ", 73 ,1/0/00,,Corporate Auto,Four-Door Car, £100.62 ,,,,,,,,,,,,,,
DE34457,Oregon,Oregon,F,Female,Doctor,Doctor," £9,416.91 "," £9,416.91 "," £70,602.00 "," £70,602.00 ", 116 ,1/0/00,,Personal Auto,SUV, £481.34 ,,,,,,,,,,,,,,
HD32044,Oregon,Oregon,F,Female,Master,Masters," £8,288.16 "," £8,288.16 "," £33,816.00 "," £33,816.00 ", 106 ,01/02/2000,,Corporate Auto,Four-Door Car, £508.80 ,,,,,,,,,,,,,,
HH30454,Oregon,Oregon,M,Male,Bachelor,Bachelors," £32,654.84 "," £32,654.84 ", £-   ," £39,295.70 ", 153 ,1/0/00,,Personal Auto,SUV," £1,101.60 ",,,,,,,,,,,,,,
AH84063,Oregon,Oregon,F,Female,College,College," £4,719.45 "," £4,719.45 "," £89,642.00 "," £89,642.00 ", 121 ,01/04/2000,,Corporate Auto,SUV, £86.32 ,,,,,,,,,,,,,,
QA17596,California,California,F,Female,Bachelor,Bachelors," £3,903.47 "," £3,903.47 "," £60,068.00 "," £60,068.00 ", 98 ,1/0/00,,Personal Auto,Two-Door Car, £470.40 ,,,,,,,,,,,,,,
XI41052,California,California,F,Female,Bachelor,Bachelors," £5,457.26 "," £5,457.26 "," £50,044.00 "," £50,044.00 ", 139 ,1/0/00,,Personal Auto,SUV, £667.20 ,,,,,,,,,,,,,,
DI30528,California,California,F,Female,Master,Masters," £2,725.36 "," £2,725.36 "," £36,650.00 "," £36,650.00 ", 69 ,01/01/2000,,Personal Auto,Four-Door Car, £56.60 ,,,,,,,,,,,,,,
SC66359,Arizona,Arizona,F,Female,College,College," £4,433.97 "," £4,433.97 "," £50,653.00 "," £50,653.00 ", 110 ,1/0/00,,Corporate Auto,SUV, £262.87 ,,,,,,,,,,,,,,
EN61670,Arizona,Arizona,F,Female,Doctor,Doctor," £5,332.46 "," £5,332.46 "," £68,931.00 "," £68,931.00 ", 66 ,1/0/00,,Personal Auto,Four-Door Car, £309.58 ,,,,,,,,,,,,,,
DQ10761,Oregon,Oregon,M,Male,Bachelor,Bachelors," £2,315.10 "," £2,315.10 ", £-   ," £39,295.70 ", 73 ,01/01/2000,,Corporate Auto,Four-Door Car, £350.40 ,,,,,,,,,,,,,,
BQ51587,California,California,F,Female,College,College," £5,411.95 "," £5,411.95 ", £-   ," £39,295.70 ", 73 ,1/0/00,,Personal Auto,Four-Door Car, £365.36 ,,,,,,,,,,,,,,
JE21522,California,California,M,Male,Bachelor,Bachelors," £9,587.33 "," £9,587.33 "," £39,266.00 "," £39,266.00 ", 80 ,1/0/00,,Personal Auto,Four-Door Car, £384.00 ,,,,,,,,,,,,,,
WS47147,California,California,M,Male,College,College," £22,103.51 "," £22,103.51 ", £-   ," £39,295.70 ", 102 ,1/0/00,,Personal Auto,SUV, £489.60 ,,,,,,,,,,,,,,
ZA64638,Nevada,Nevada,F,Female,High School or Below,High School or Below," £9,764.95 "," £9,764.95 ", £-   ," £39,295.70 ", 98 ,01/01/2000,,Personal Auto,Four-Door Car, £705.60 ,,,,,,,,,,,,,,
EW38459,Nevada,Nevada,F,Female,Bachelor,Bachelors," £2,567.15 "," £2,567.15 "," £40,864.00 "," £40,864.00 ", 65 ,1/0/00,,Corporate Auto,Four-Door Car, £9.52 ,,,,,,,,,,,,,,
QW87316,Oregon,Oregon,F,Female,College,College," £2,650.62 "," £2,650.62 "," £39,035.00 "," £39,035.00 ", 68 ,1/0/00,,Personal Auto,Four-Door Car, £244.56 ,,,,,,,,,,,,,,
IC43478,California,California,M,Male,Bachelor,Bachelors," £11,264.36 "," £11,264.36 "," £34,923.00 "," £34,923.00 ", 98 ,1/0/00,,Personal Auto,Two-Door Car, £639.11 ,,,,,,,,,,,,,,
TE34064,California,California,M,Male,High School or Below,High School or Below," £2,168.52 "," £2,168.52 ", £-   ," £39,295.70 ", 63 ,1/0/00,,Personal Auto,Four-Door Car, £453.60 ,,,,,,,,,,,,,,
WU60905,California,California,F,Female,High School or Below,High School or Below," £8,610.67 "," £8,610.67 ", £-   ," £39,295.70 ", 111 ,1/0/00,,Corporate Auto,SUV, £532.80 ,,,,,,,,,,,,,,
YM18992,California,California,F,Female,College,College," £2,834.65 "," £2,834.65 "," £24,506.00 "," £24,506.00 ", 71 ,1/0/00,,Personal Auto,Two-Door Car, £511.20 ,,,,,,,,,,,,,,
PD55753,Oregon,Oregon,M,Male,High School or Below,High School or Below," £8,930.14 "," £8,930.14 ", £-   ," £39,295.70 ", 82 ,1/0/00,,Personal Auto,Four-Door Car, £554.52 ,,,,,,,,,,,,,,
KU56006,Arizona,Arizona,F,Female,College,College," £5,536.39 "," £5,536.39 "," £52,220.00 "," £52,220.00 ", 70 ,01/01/2000,,Personal Auto,Four-Door Car, £336.00 ,,,,,,,,,,,,,,
MJ69973,Arizona,Arizona,M,Male,High School or Below,High School or Below," £2,840.85 "," £2,840.85 ", £-   ," £39,295.70 ", 74 ,1/0/00,,Personal Auto,Two-Door Car, £402.45 ,,,,,,,,,,,,,,
TW43626,California,California,M,Male,College,College," £8,082.88 "," £8,082.88 "," £53,554.00 "," £53,554.00 ", 67 ,1/0/00,,Personal Auto,Four-Door Car, £327.02 ,,,,,,,,,,,,,,
XX84133,California,California,M,Male,Bachelor,Bachelors," £5,254.73 "," £5,254.73 "," £34,476.00 "," £34,476.00 ", 67 ,01/01/2000,,Corporate Auto,Four-Door Car, £5.40 ,,,,,,,,,,,,,,
ZW84453,Arizona,Arizona,F,Female,Bachelor,Bachelors," £5,116.24 "," £5,116.24 ", £-   ," £39,295.70 ", 70 ,1/0/00,,Personal Auto,Four-Door Car, £131.40 ,,,,,,,,,,,,,,
HO29524,California,California,M,Male,College,College," £3,034.65 "," £3,034.65 "," £68,205.00 "," £68,205.00 ", 76 ,1/0/00,,Personal Auto,Two-Door Car, £99.38 ,,,,,,,,,,,,,,
VE89726,California,California,female,Female,High School or Below,High School or Below," £8,024.90 "," £8,024.90 ", £-   ," £39,295.70 ", 119 ,01/01/2000,,Personal Auto,SUV, £856.80 ,,,,,,,,,,,,,,
GE87503,California,California,M,Male,High School or Below,High School or Below," £18,211.14 "," £18,211.14 "," £53,690.00 "," £53,690.00 ", 154 ,1/0/00,,Personal Auto,SUV, £739.20 ,,,,,,,,,,,,,,
PX90263,Oregon,Oregon,M,Male,High School or Below,High School or Below," £5,121.56 "," £5,121.56 ", £-   ," £39,295.70 ", 72 ,1/0/00,,Personal Auto,Four-Door Car, £518.40 ,,,,,,,,,,,,,,
NI17718,California,California,female,Female,High School or Below,High School or Below," £2,150.18 "," £2,150.18 ", £-   ," £39,295.70 ", 61 ,1/0/00,,Personal Auto,Four-Door Car, £292.80 ,,,,,,,,,,,,,,
FY32213,California,California,female,Female,High School or Below,High School or Below," £5,595.39 "," £5,595.39 "," £74,454.00 "," £74,454.00 ", 71 ,1/0/00,,Personal Auto,Four-Door Car, £340.80 ,,,,,,,,,,,,,,
RZ13254,Nevada,Nevada,female,Female,Bachelor,Bachelors," £7,562.82 "," £7,562.82 ", £-   ," £39,295.70 ", 73 ,1/0/00,,Personal Auto,Four-Door Car, £350.40 ,,,,,,,,,,,,,,
GN45013,Oregon,Oregon,M,Male,High School or Below,High School or Below," £5,385.85 "," £5,385.85 "," £29,664.00 "," £29,664.00 ", 71 ,1/0/00,,Personal Auto,Four-Door Car, £340.80 ,,,,,,,,,,,,,,
NM39588,Washington,Washington,F,Female,Doctor,Doctor," £2,678.06 "," £2,678.06 "," £72,450.00 "," £72,450.00 ", 66 ,1/0/00,,Corporate Auto,Four-Door Car, £84.22 ,,,,,,,,,,,,,,
KU84464,Nevada,Nevada,female,Female,Bachelor,Bachelors," £9,422.57 "," £9,422.57 "," £47,272.00 "," £47,272.00 ", 79 ,01/03/2000,,Personal Auto,Four-Door Car, £64.55 ,,,,,,,,,,,,,,
YH43527,Oregon,Oregon,female,Female,College,College," £3,605.86 "," £3,605.86 "," £21,585.00 "," £21,585.00 ", 92 ,1/0/00,,Corporate Auto,Four-Door Car, £441.60 ,,,,,,,,,,,,,,
RO30676,California,California,female,Female,College,College," £7,762.59 "," £7,762.59 "," £23,827.00 "," £23,827.00 ", 106 ,01/02/2000,,Personal Auto,Four-Door Car, £37.91 ,,,,,,,,,,,,,,
QL59704,Arizona,Arizona,female,Female,College,College," £23,444.90 "," £23,444.90 "," £69,906.00 "," £69,906.00 ", 74 ,01/02/2000,,Corporate Auto,Four-Door Car, £202.86 ,,,,,,,,,,,,,,
QH19450,California,California,female,Female,High School or Below,High School or Below," £2,558.18 "," £2,558.18 ", £-   ," £39,295.70 ", 72 ,1/0/00,,Corporate Auto,Four-Door Car, £345.60 ,,,,,,,,,,,,,,
SA54664,Washington,Washington,M,Male,Master,Masters," £2,654.38 "," £2,654.38 "," £73,196.00 "," £73,196.00 ", 66 ,01/01/2000,,Personal Auto,Four-Door Car, £85.81 ,,,,,,,,,,,,,,
CI38330,Washington,Washington,M,Male,Bachelor,Bachelors," £2,549.79 "," £2,549.79 "," £72,217.00 "," £72,217.00 "," 6,464 ",1/0/00,,Personal Auto,Four-Door Car, £91.15 ,,,,,,,,,,,,,,
WB38524,California,California,M,Male,High School or Below,High School or Below," £2,969.59 "," £2,969.59 "," £46,131.00 "," £46,131.00 ", 74 ,1/0/00,,Personal Auto,Two-Door Car, £355.20 ,,,,,,,,,,,,,,
CE56187,Oregon,Oregon,female,Female,Master,Masters," £4,363.12 "," £4,363.12 "," £54,514.00 "," £54,514.00 ", 109 ,01/03/2000,,Personal Auto,SUV, £286.23 ,,,,,,,,,,,,,,
JL19416,California,California,female,Female,High School or Below,High School or Below," £5,884.31 "," £5,884.31 ", £-   ," £39,295.70 ", 161 ,1/0/00,,Personal Auto,SUV," £1,159.20 ",,,,,,,,,,,,,,
JZ61422,Nevada,Nevada,female,Female,College,College," £5,272.19 "," £5,272.19 "," £96,668.00 "," £96,668.00 ", 66 ,1/0/00,,Personal Auto,Four-Door Car, £316.80 ,,,,,,,,,,,,,,
LA13377,California,California,M,Male,Doctor,Doctor," £5,509.90 "," £5,509.90 "," £78,879.00 "," £78,879.00 ", 69 ,01/01/2000,,Personal Auto,Four-Door Car, £466.57 ,,,,,,,,,,,,,,
NC99948,Nevada,Nevada,M,Male,College,College," £16,313.68 "," £16,313.68 ", £-   ," £39,295.70 ", 69 ,1/0/00,,Personal Auto,Four-Door Car, £331.20 ,,,,,,,,,,,,,,
QD34785,Arizona,Arizona,female,Female,Bachelor,Bachelors," £5,678.05 "," £5,678.05 ", £-   ," £39,295.70 ", 76 ,1/0/00,,Personal Auto,Four-Door Car, £364.80 ,,,,,,,,,,,,,,
RO26085,California,California,female,Female,Bachelor,Bachelors," £12,101.21 "," £12,101.21 ", £-   ," £39,295.70 ", 112 ,1/0/00,,Personal Auto,Sports Car," £1,252.41 ",,,,,,,,,,,,,,
ES57969,Oregon,Oregon,M,Male,Bachelor,Bachelors," £2,453.57 "," £2,453.57 "," £29,735.00 "," £29,735.00 ", 69 ,1/0/00,,Personal Auto,Four-Door Car, £331.20 ,,,,,,,,,,,,,,
JK55587,California,California,M,Male,High School or Below,High School or Below," £5,075.66 "," £5,075.66 "," £23,082.00 "," £23,082.00 ", 65 ,1/0/00,,Special Auto,Four-Door Car, £312.00 ,,,,,,,,,,,,,,
RN97635,Arizona,Arizona,M,Male,Bachelor,Bachelors," £3,214.98 "," £3,214.98 "," £53,984.00 "," £53,984.00 ", 80 ,1/0/00,,Corporate Auto,Four-Door Car, £421.48 ,,,,,,,,,,,,,,
BI76326,California,California,female,Female,College,College," £12,275.34 "," £12,275.34 "," £52,135.00 "," £52,135.00 ", 156 ,1/0/00,,Personal Auto,SUV, £430.51 ,,,,,,,,,,,,,,
JA34909,California,California,female,Female,College,College," £2,722.21 "," £2,722.21 "," £17,576.00 "," £17,576.00 ", 71 ,1/0/00,,Corporate Auto,Four-Door Car, £398.50 ,,,,,,,,,,,,,,
OJ90342,Oregon,Oregon,female,Female,Bachelor,Bachelors," £2,457.44 "," £2,457.44 "," £29,486.00 "," £29,486.00 ", 62 ,1/0/00,,Personal Auto,Four-Door Car, £7.65 ,,,,,,,,,,,,,,
CM88932,Oregon,Oregon,female,Female,Master,Masters," £3,554.85 "," £3,554.85 "," £58,557.00 "," £58,557.00 ", 88 ,1/0/00,,Corporate Auto,Four-Door Car, £55.51 ,,,,,,,,,,,,,,
JJ97525,California,California,M,Male,Bachelor,Bachelors," £4,929.55 "," £4,929.55 "," £25,632.00 "," £25,632.00 ", 63 ,1/0/00,,Personal Auto,Two-Door Car, £351.27 ,,,,,,,,,,,,,,
XV21647,California,California,female,Female,High School or Below,High School or Below," £8,036.45 "," £8,036.45 ", £-   ," £39,295.70 ", 112 ,1/0/00,,Personal Auto,Sports Car, £806.40 ,,,,,,,,,,,,,,
MC83487,Arizona,Arizona,M,Male,Bachelor,Bachelors," £4,276.92 "," £4,276.92 "," £18,768.00 "," £18,768.00 ", 68 ,01/03/2000,,Corporate Auto,Four-Door Car, £647.45 ,,,,,,,,,,,,,,
BL90769,California,California,female,Female,Bachelor,Bachelors," £33,473.35 "," £33,473.35 "," £33,190.00 "," £33,190.00 ", 106 ,1/0/00,,Personal Auto,SUV, £508.80 ,,,,,,,,,,,,,,
CR57148,Oregon,Oregon,female,Female,Master,Masters," £5,960.58 "," £5,960.58 "," £47,945.00 "," £47,945.00 ", 74 ,1/0/00,,Personal Auto,Two-Door Car, £128.44 ,,,,,,,,,,,,,,
CP85232,Arizona,Arizona,M,Male,College,College," £44,795.47 "," £44,795.47 "," £58,778.00 "," £58,778.00 ", 126 ,1/0/00,,Special Auto,SUV, £302.03 ,,,,,,,,,,,,,,
YL74732,California,California,female,Female,High School or Below,High School or Below," £3,832.12 "," £3,832.12 "," £15,192.00 "," £15,192.00 ", 100 ,1/0/00,,Personal Auto,SUV, £480.00 ,,,,,,,,,,,,,,
FG16766,California,California,female,Female,Bachelor,Bachelors," £6,837.93 "," £6,837.93 "," £51,859.00 "," £51,859.00 ", 171 ,1/0/00,,Personal Auto,SUV," £1,003.16 ",,,,,,,,,,,,,,
NV55438,Nevada,Nevada,female,Female,High School or Below,High School or Below," £5,285.27 "," £5,285.27 "," £23,422.00 "," £23,422.00 ", 72 ,1/0/00,,Personal Auto,Two-Door Car, £518.40 ,,,,,,,,,,,,,,
RM10880,California,California,female,Female,College,College," £3,096.51 "," £3,096.51 "," £21,604.00 "," £21,604.00 ", 79 ,1/0/00,,Corporate Auto,Four-Door Car, £379.20 ,,,,,,,,,,,,,,
GL56175,Arizona,Arizona,M,Male,College,College," £3,589.71 "," £3,589.71 "," £79,298.00 "," £79,298.00 ", 90 ,1/0/00,,Personal Auto,Four-Door Car, £244.36 ,,,,,,,,,,,,,,
UK52289,Arizona,Arizona,female,Female,Bachelor,Bachelors," £2,582.41 "," £2,582.41 "," £76,731.00 "," £76,731.00 ", 64 ,1/0/00,,Special Auto,Four-Door Car, £201.46 ,,,,,,,,,,,,,,
OT85112,Washington,Washington,M,Male,College,College," £3,403.92 "," £3,403.92 "," £38,460.00 "," £38,460.00 ", 88 ,01/01/2000,,Personal Auto,Four-Door Car, £91.55 ,,,,,,,,,,,,,,
BC62782,Arizona,Arizona,F,Female,College,College," £13,575.68 "," £13,575.68 "," £48,534.00 "," £48,534.00 ", 115 ,01/01/2000,,Personal Auto,SUV, £552.00 ,,,,,,,,,,,,,,
TI19722,Washington,Washington,M,Male,Doctor,Doctor," £3,436.13 "," £3,436.13 "," £30,817.00 "," £30,817.00 ", 88 ,1/0/00,,Corporate Auto,Four-Door Car, £91.83 ,,,,,,,,,,,,,,
JP30654,Oregon,Oregon,F,Female,College,College," £28,685.83 "," £28,685.83 "," £48,412.00 "," £48,412.00 ", 104 ,1/0/00,,Personal Auto,SUV, £707.43 ,,,,,,,,,,,,,,
UM45563,Washington,Washington,M,Male,Bachelor,Bachelors," £4,502.68 "," £4,502.68 "," £68,798.00 "," £68,798.00 ", 114 ,1/0/00,,Personal Auto,SUV, £92.92 ,,,,,,,,,,,,,,
EN60878,Oregon,Oregon,M,Male,Bachelor,Bachelors," £6,183.11 "," £6,183.11 "," £23,712.00 "," £23,712.00 ", 85 ,1/0/00,,Personal Auto,Four-Door Car, £376.13 ,,,,,,,,,,,,,,
JF36291,California,California,M,Male,College,College," £3,873.65 "," £3,873.65 "," £28,142.00 "," £28,142.00 ", 105 ,1/0/00,,Personal Auto,Sports Car, £701.71 ,,,,,,,,,,,,,,
BK59444,California,California,F,Female,Master,Masters," £18,929.33 "," £18,929.33 "," £72,196.00 "," £72,196.00 ", 68 ,1/0/00,,Personal Auto,Four-Door Car, £152.18 ,,,,,,,,,,,,,,
MK70700,California,California,M,Male,Master,Masters," £5,553.30 "," £5,553.30 "," £68,197.00 "," £68,197.00 ", 69 ,1/0/00,,Personal Auto,Four-Door Car, £176.82 ,,,,,,,,,,,,,,
IW71076,California,California,M,Male,Bachelor,Bachelors," £5,011.26 "," £5,011.26 "," £75,248.00 "," £75,248.00 ", 63 ,1/0/00,,Corporate Auto,Four-Door Car, £104.45 ,,,,,,,,,,,,,,
AP98768,California,California,F,Female,College,College," £10,442.45 "," £10,442.45 ", £-   ," £39,295.70 ", 98 ,1/0/00,,Personal Auto,Four-Door Car, £941.72 ,,,,,,,,,,,,,,
OM24164,Nevada,Nevada,M,Male,Bachelor,Bachelors," £2,199.62 "," £2,199.62 ", £-   ," £39,295.70 ", 65 ,01/01/2000,,Personal Auto,Two-Door Car, £468.00 ,,,,,,,,,,,,,,
HR85211,Washington,Washington,female,Female,Master,Masters," £5,123.17 "," £5,123.17 "," £89,879.00 "," £89,879.00 ", 63 ,1/0/00,,Personal Auto,Two-Door Car, £94.03 ,,,,,,,,,,,,,,
VC87846,Oregon,Oregon,M,Male,High School or Below,High School or Below," £7,484.31 "," £7,484.31 "," £46,998.00 "," £46,998.00 ", 96 ,1/0/00,,Corporate Auto,Four-Door Car, £460.80 ,,,,,,,,,,,,,,
ZM92052,Oregon,Oregon,M,Male,Bachelor,Bachelors," £2,613.02 "," £2,613.02 "," £57,099.00 "," £57,099.00 ", 67 ,1/0/00,,Personal Auto,Two-Door Car, £67.86 ,,,,,,,,,,,,,,
ON73702,Arizona,Arizona,F,Female,Bachelor,Bachelors," £9,080.64 "," £9,080.64 "," £33,897.00 "," £33,897.00 ", 114 ,1/0/00,,Corporate Auto,SUV, £539.84 ,,,,,,,,,,,,,,
QQ90441,Nevada,Nevada,F,Female,High School or Below,High School or Below," £13,770.98 "," £13,770.98 "," £59,207.00 "," £59,207.00 ", 116 ,1/0/00,,Personal Auto,Four-Door Car, £556.80 ,,,,,,,,,,,,,,
HU35721,Oregon,Oregon,M,Male,High School or Below,High School or Below," £2,876.82 "," £2,876.82 "," £40,171.00 "," £40,171.00 ", 73 ,1/0/00,,Personal Auto,Four-Door Car, £350.40 ,,,,,,,,,,,,,,
YP47665,Washington,Washington,M,Male,Doctor,Doctor," £5,408.91 "," £5,408.91 "," £80,192.00 "," £80,192.00 ", 67 ,1/0/00,,Personal Auto,Four-Door Car, £95.19 ,,,,,,,,,,,,,,
FU99476,Washington,Washington,M,Male,High School or Below,High School or Below," £6,770.31 "," £6,770.31 "," £74,422.00 "," £74,422.00 ", 85 ,01/01/2000,,Personal Auto,Four-Door Car, £95.34 ,,,,,,,,,,,,,,
AG85615,Oregon,Oregon,M,Male,College,College," £24,143.88 "," £24,143.88 ", £-   ," £39,295.70 ", 87 ,1/0/00,,Special Auto,Four-Door Car, £626.40 ,,,,,,,,,,,,,,
OY74069,Arizona,Arizona,F,Female,College,College," £3,538.06 "," £3,538.06 ", £-   ," £39,295.70 ", 67 ,01/05/2000,,Personal Auto,Four-Door Car, £321.60 ,,,,,,,,,,,,,,
DJ91267,Nevada,Nevada,F,Female,Bachelor,Bachelors," £29,091.24 "," £29,091.24 "," £34,226.00 "," £34,226.00 ", 244 ,1/0/00,,Personal Auto,Luxury SUV, £494.40 ,,,,,,,,,,,,,,
KB72438,California,California,F,Female,High School or Below,High School or Below," £19,834.20 "," £19,834.20 "," £65,989.00 "," £65,989.00 ", 123 ,01/01/2000,,Personal Auto,SUV, £115.55 ,,,,,,,,,,,,,,
TR67616,Oregon,Oregon,M,Male,High School or Below,High School or Below," £4,731.37 "," £4,731.37 "," £30,686.00 "," £30,686.00 ", 61 ,1/0/00,,Corporate Auto,Four-Door Car, £19.94 ,,,,,,,,,,,,,,
GF65731,California,California,F,Female,Master,Masters," £35,537.85 "," £35,537.85 ", £-   ," £39,295.70 ", 113 ,1/0/00,,Personal Auto,Sports Car, £799.93 ,,,,,,,,,,,,,,
HB67642,Arizona,Arizona,F,Female,High School or Below,High School or Below," £34,611.38 "," £34,611.38 "," £20,090.00 "," £20,090.00 ", 109 ,1/0/00,,Personal Auto,Sports Car, £523.20 ,,,,,,,,,,,,,,
DP84567,California,California,M,Male,High School or Below,High School or Below," £20,216.31 "," £20,216.31 ", £-   ," £39,295.70 ", 183 ,1/0/00,,Personal Auto,Luxury SUV, £878.40 ,,,,,,,,,,,,,,
VV77534,Oregon,Oregon,M,Male,College,College," £13,976.52 "," £13,976.52 "," £77,094.00 "," £77,094.00 ", 176 ,1/0/00,,Personal Auto,SUV, £444.47 ,,,,,,,,,,,,,,
GL67540,California,California,F,Female,College,College," £5,904.09 "," £5,904.09 "," £97,413.00 "," £97,413.00 ", 73 ,1/0/00,,Personal Auto,Four-Door Car, £268.82 ,,,,,,,,,,,,,,
SV50502,Oregon,Oregon,F,Female,Master,Masters," £5,595.84 "," £5,595.84 "," £79,189.00 "," £79,189.00 ", 69 ,1/0/00,,Corporate Auto,Four-Door Car, £331.20 ,,,,,,,,,,,,,,
UK59698,California,California,F,Female,High School or Below,High School or Below," £2,294.30 "," £2,294.30 ", £-   ," £39,295.70 ", 62 ,1/0/00,,Personal Auto,Two-Door Car, £297.60 ,,,,,,,,,,,,,,
OA57352,Arizona,Arizona,F,Female,College,College," £6,273.91 "," £6,273.91 "," £18,577.00 "," £18,577.00 ", 86 ,1/0/00,,Personal Auto,Four-Door Car, £412.80 ,,,,,,,,,,,,,,
ZF84449,Oregon,Oregon,F,Female,College,College," £3,726.73 "," £3,726.73 ", £-   ," £39,295.70 ", 112 ,01/01/2000,,Special Auto,Sports Car, £806.40 ,,,,,,,,,,,,,,
AX86150,Washington,Washington,M,Male,High School or Below,High School or Below," £2,656.71 "," £2,656.71 "," £62,777.00 "," £62,777.00 ", 67 ,1/0/00,,Personal Auto,Two-Door Car, £101.29 ,,,,,,,,,,,,,,
