CUSTOMER,STATE,GENDER,EDUCATION,INCOME,MONTHLY_PREMIUM_AUTO,POLICY_TYPE,VEHICLE_CLASS,TOTAL_CLAIM_AMOUNT
UF32671,Washington,F,College,57338,$66.00,Personal Auto,Four-Door Car,$316.80
HO92982,California,M,High School or Below,85355,$71.00,Personal Auto,Two-Door Car,$458.57
MZ24175,Arizona,F,College,21604,$79.00,Personal Auto,Four-Door Car,$379.20
YD48962,Arizona,M,High School or Below,0,$107.00,Personal Auto,SUV,$513.60
RI52095,Washington,M,High School or Below,51878,$66.00,Personal Auto,Four-Door Car,$316.80
MF18493,California,M,College,0,$73.00,Personal Auto,Two-Door Car,$350.40
EP61084,Nevada,F,High School or Below,68776,$80.00,Personal Auto,Four-Door Car,$87.86
EN38348,Oregon,F,High School or Below,45039,$96.00,Personal Auto,Four-Door Car,$192.14
FG46258,Washington,F,College,16483,$90.00,Corporate Auto,Two-Door Car,$320.52
LS98306,Nevada,M,High School or Below,64113,$117.00,Special Auto,Four-Door Car,$561.60
PZ47477,Arizona,M,High School or Below,41829,$76.00,Personal Auto,Two-Door Car,$416.37
LT32391,California,F,Master,21514,$62.00,Personal Auto,Two-Door Car,$257.25
KK30016,Nevada,M,Master,27722,$69.00,Personal Auto,Four-Door Car,$331.20
OA89218,Nevada,F,College,21506,$151.00,Personal Auto,Sports Car,$826.66
CY47265,Oregon,F,High School or Below,10312,$78.00,Personal Auto,Four-Door Car,$486.28
ZI47663,Arizona,F,Bachelor,73054,$106.00,Personal Auto,SUV,$419.37
GO14008,Oregon,F,Bachelor,73775,$67.00,Personal Auto,Four-Door Car,$321.60
BC43958,California,M,High School or Below,44788,$61.00,Corporate Auto,Four-Door Car,$386.03
AI61368,Nevada,F,High School or Below,22510,$95.00,Personal Auto,Four-Door Car,$456.00
UF37831,Arizona,M,Master,54613,$213.00,Personal Auto,Luxury SUV,$731.56
PO90615,Arizona,F,High School or Below,25965,$65.00,Personal Auto,Four-Door Car,$329.21
GY74661,Oregon,F,College,34911,$105.00,Personal Auto,SUV,$126.78
MX50302,Oregon,M,Bachelor,78618,$66.00,Special Auto,Two-Door Car,$225.58
TC84427,Oregon,F,High School or Below,61080,$66.00,Personal Auto,Four-Door Car,$294.28
IQ82914,Oregon,F,Master,60415,$62.00,Personal Auto,Two-Door Car,$72.67
TY74870,California,F,Master,25143,$66.00,Corporate Auto,Four-Door Car,$8.74
II83628,California,M,College,41045,$64.00,Personal Auto,Four-Door Car,$394.58
ZR77995,California,M,College,97729,$95.00,Personal Auto,Four-Door Car,$97.18
QT89604,Arizona,F,High School or Below,55702,$61.00,Personal Auto,Four-Door Car,$151.13
AB21519,California,F,College,93272,$95.00,Personal Auto,Four-Door Car,$281.11
MP47256,California,M,Bachelor,23665,$67.00,Personal Auto,Four-Door Car,$404.82
MA47641,Oregon,M,High School or Below,20228,$101.00,Personal Auto,SUV,$523.82
GQ20713,Nevada,F,College,38713,$66.00,Personal Auto,Four-Door Car,$316.80
WW87934,Arizona,F,Bachelor,23815,$73.00,Personal Auto,Four-Door Car,$424.33
HF75276,Nevada,F,High School or Below,0,$93.00,Personal Auto,Four-Door Car,$446.40
ET64028,California,F,High School or Below,47221,$99.00,Personal Auto,Two-Door Car,$475.20
QA41472,Oregon,M,Bachelor,34495,$113.00,Personal Auto,SUV,$389.67
OZ92426,Oregon,M,College,46264,$62.00,Corporate Auto,Four-Door Car,$199.37
UM69933,Nevada,M,College,46051,$63.00,Personal Auto,Two-Door Car,$302.40
RQ11502,Nevada,F,Bachelor,23975,$128.00,Corporate Auto,SUV,$614.40
TX98128,California,F,College,0,$74.00,Personal Auto,Four-Door Car,$580.89
XY52165,Arizona,F,College,78561,$74.00,Personal Auto,Two-Door Car,$355.20
GB39003,California,M,High School or Below,0,$90.00,Personal Auto,Two-Door Car,$432.00
VH43367,California,F,High School or Below,61402,$63.00,Special Auto,Four-Door Car,$302.40
KG81168,Arizona,M,Bachelor,65090,$71.00,Personal Auto,Four-Door Car,$74.00
WU14549,Nevada,M,Master,88495,$108.00,Personal Auto,Two-Door Car,$535.93
XB17553,Nevada,M,Bachelor,52797,$104.00,Personal Auto,Sports Car,$88.17
MY88518,Nevada,M,Doctor,31278,$92.00,Personal Auto,Two-Door Car,$441.60
XE18554,California,F,Bachelor,24177,$92.00,Personal Auto,Four-Door Car,$441.60
NY97446,Oregon,F,High School or Below,96339,$68.00,Corporate Auto,Four-Door Car,$293.21
VT96364,California,M,Bachelor,68164,$119.00,Personal Auto,Four-Door Car,$222.58
HF88410,Washington,NA,High School or Below,36765,$66.00,Personal Auto,Four-Door Car,$320.85
DP92488,Washington,F,Doctor,74592,$67.00,Personal Auto,Two-Door Car,$321.60
VC54081,Oregon,F,College,0,$63.00,Special Auto,Four-Door Car,$117.74
CE94751,California,M,College,0,$70.00,Personal Auto,Two-Door Car,$524.84
VM85856,Oregon,F,Master,34990,$65.00,Personal Auto,Four-Door Car,$42.69
EH37385,Arizona,F,Master,22849,$109.00,Personal Auto,Sports Car,$523.20
FI45719,Arizona,M,Doctor,32893,$63.00,Personal Auto,Four-Door Car,$174.09
SB79528,Oregon,M,College,0,$73.00,Corporate Auto,Two-Door Car,$350.40
WH81461,Nevada,M,College,0,$111.00,Personal Auto,SUV,"$1,186.97"
UD47050,Oregon,M,High School or Below,26876,$76.00,Corporate Auto,Four-Door Car,$364.80
XZ17273,Nevada,M,Bachelor,71663,$74.00,Corporate Auto,Four-Door Car,$84.49
XR97812,California,M,College,0,$69.00,Personal Auto,Four-Door Car,$331.20
BW88060,California,F,High School or Below,16994,$112.00,Personal Auto,SUV,$806.40
CP32818,Oregon,M,Bachelor,64270,$117.00,Personal Auto,Sports Car,$46.10
CM52565,Nevada,F,High School or Below,0,$83.00,Corporate Auto,Four-Door Car,$597.60
YP40334,Oregon,F,Doctor,0,$145.00,Personal Auto,SUV,$358.77
KD63998,California,M,College,56342,$69.00,Personal Auto,Four-Door Car,$331.20
VC77127,California,F,High School or Below,0,$70.00,Personal Auto,Four-Door Car,$837.44
AM30008,California,M,High School or Below,28327,$185.00,Personal Auto,Luxury Car,$888.00
PC83755,Oregon,M,High School or Below,95697,$61.00,Personal Auto,Two-Door Car,$114.27
XS22323,Arizona,M,High School or Below,26876,$76.00,Personal Auto,Four-Door Car,$364.80
ST27958,Washington,M,College,10621,$67.00,Personal Auto,Four-Door Car,$321.60
BH23017,Nevada,F,Bachelor,0,$61.00,Personal Auto,Two-Door Car,$657.81
OD18225,California,M,College,32918,$84.00,Personal Auto,Four-Door Car,$403.20
VE31507,Oregon,F,High School or Below,0,$71.00,Personal Auto,Four-Door Car,$447.33
NR18672,Nevada,M,High School or Below,63127,$74.00,Personal Auto,Two-Door Car,$174.29
DM76654,California,M,College,22022,$136.00,Personal Auto,SUV,$979.20
YY11432,Oregon,F,High School or Below,51725,$138.00,Personal Auto,SUV,$159.00
GK67747,Washington,M,College,10621,$67.00,Special Auto,Four-Door Car,$321.60
XA75063,Oregon,F,College,39719,$131.00,Personal Auto,Sports Car,$628.80
PQ13422,Nevada,M,College,58194,$84.00,Personal Auto,Four-Door Car,$451.00
NA89685,Oregon,M,College,61990,$72.00,Personal Auto,Four-Door Car,$48.88
AL35726,Oregon,F,College,41479,$94.00,Personal Auto,Two-Door Car,$19.58
WO70078,Oregon,F,Bachelor,97899,$95.00,Personal Auto,Four-Door Car,$3.77
CA56041,Nevada,F,College,63878,$113.00,Personal Auto,SUV,$370.29
HI41970,Oregon,F,High School or Below,68671,$70.00,Special Auto,Two-Door Car,$8.08
AU46443,Nevada,F,Bachelor,0,$102.00,Personal Auto,SUV,"$1,179.00"
WC35554,Oregon,M,College,34640,$117.00,Personal Auto,Sports Car,$466.32
JR10216,California,F,Bachelor,21959,$71.00,Corporate Auto,Four-Door Car,$340.80
OH11674,Arizona,F,Bachelor,51584,$69.00,Corporate Auto,Two-Door Car,$368.92
US85318,Oregon,F,Bachelor,65744,$62.00,Corporate Auto,Four-Door Car,$166.51
FS19862,Arizona,F,Bachelor,25198,$118.00,Personal Auto,SUV,$566.40
ZP80713,Arizona,F,Master,79663,$69.00,Personal Auto,Two-Door Car,$263.96
OK50159,Arizona,F,Bachelor,31071,$111.00,Personal Auto,Sports Car,$215.23
TP54769,California,F,Bachelor,39452,$131.00,Corporate Auto,SUV,$398.19
FS49381,Oregon,F,Bachelor,25813,$61.00,Personal Auto,Four-Door Car,$205.33
DQ79499,Oregon,F,Doctor,59965,$131.00,Personal Auto,SUV,$905.03
VH31965,Washington,M,Bachelor,40783,$67.00,Personal Auto,Four-Door Car,$321.60
VO25602,Nevada,F,College,98701,$94.00,Personal Auto,Four-Door Car,$79.62
EP93369,Arizona,F,College,0,$121.00,Personal Auto,Sports Car,$871.20
DQ45854,Oregon,F,College,64388,$68.00,Personal Auto,Four-Door Car,$12.39
QG15661,Oregon,M,College,66841,$62.00,Personal Auto,Four-Door Car,$123.44
YA80645,Oregon,F,High School or Below,33738,$74.00,Corporate Auto,Four-Door Car,$304.39
TW16499,California,M,Bachelor,43334,$95.00,Corporate Auto,Two-Door Car,$614.37
UP97629,California,F,College,0,$91.00,Personal Auto,Four-Door Car,$245.67
NU42684,Nevada,F,College,83431,$84.00,Personal Auto,Four-Door Car,$403.20
EM85557,Washington,F,College,54292,$67.00,Personal Auto,Four-Door Car,$321.60
BM69818,Oregon,M,Bachelor,0,$79.00,Personal Auto,Four-Door Car,$379.20
HK15299,California,M,High School or Below,38210,$69.00,Personal Auto,Four-Door Car,$383.04
NP88496,Nevada,F,High School or Below,0,$67.00,Personal Auto,Four-Door Car,$482.40
SB99002,Oregon,F,Bachelor,49734,$69.00,Corporate Auto,Four-Door Car,$154.75
ZH42145,Washington,F,High School or Below,50148,$65.00,Corporate Auto,Four-Door Car,$323.49
JG30837,Oregon,M,College,11689,$117.00,Corporate Auto,SUV,$561.60
AC22873,Arizona,F,High School or Below,17120,$125.00,Special Auto,SUV,$717.29
RO85831,Oregon,M,High School or Below,82157,$188.00,Corporate Auto,Luxury Car,"$1,353.60"
NN65845,Washington,F,Bachelor,21603,$68.00,Personal Auto,Four-Door Car,$326.40
RZ27571,Washington,F,Bachelor,25544,$68.00,Personal Auto,Four-Door Car,$326.40
GH31557,California,M,High School or Below,98121,$67.00,Personal Auto,Two-Door Car,$383.66
MK73855,Washington,F,High School or Below,32314,$68.00,Personal Auto,Four-Door Car,$326.40
IO27771,Oregon,F,College,89382,$112.00,Corporate Auto,Four-Door Car,$573.99
HB99061,Arizona,F,High School or Below,97742,$132.00,Corporate Auto,SUV,$199.59
HQ82089,Arizona,F,High School or Below,0,$114.00,Personal Auto,Four-Door Car,$820.80
JN72184,Oregon,M,College,0,$73.00,Corporate Auto,Four-Door Car,$525.60
WQ46946,California,F,College,77153,$99.00,Personal Auto,Four-Door Car,$355.64
WJ44028,California,M,Master,94590,$81.00,Personal Auto,Two-Door Car,$388.80
WH77063,Arizona,F,High School or Below,74163,$108.00,Personal Auto,Four-Door Car,$518.40
FI13966,Oregon,F,High School or Below,40450,$287.00,Personal Auto,Luxury SUV,"$1,377.60"
AQ46199,Oregon,M,High School or Below,0,$71.00,Personal Auto,Two-Door Car,$511.20
WV69362,Arizona,F,High School or Below,0,$99.00,Corporate Auto,Two-Door Car,$475.20
RJ90816,California,F,College,33243,$85.00,Personal Auto,Four-Door Car,$24.56
NH19236,Arizona,M,Master,0,$64.00,Personal Auto,Four-Door Car,$199.79
VW88911,Oregon,M,High School or Below,0,$114.00,Corporate Auto,Four-Door Car,$820.80
NV14535,Nevada,M,High School or Below,20228,$101.00,Personal Auto,SUV,$523.82
BM66931,Arizona,F,High School or Below,92801,$100.00,Personal Auto,SUV,$407.05
JW24035,Oregon,M,College,0,$69.00,Personal Auto,Four-Door Car,$407.00
PG82270,California,M,College,36845,$74.00,Personal Auto,Four-Door Car,$355.20
RW65101,California,F,College,0,$63.00,Personal Auto,Four-Door Car,$503.20
QO79771,California,F,Master,72330,$81.00,Personal Auto,Four-Door Car,$126.51
EC44438,Nevada,F,Bachelor,19352,$65.00,Personal Auto,Four-Door Car,$724.46
MW54213,Arizona,M,College,0,$62.00,Personal Auto,Four-Door Car,$297.60
ZN33412,Arizona,F,College,25073,$79.00,Personal Auto,Four-Door Car,$379.20
HZ56678,Oregon,F,High School or Below,20261,$72.00,Personal Auto,Four-Door Car,$345.60
AN36757,Oregon,M,Master,66851,$92.00,Personal Auto,Four-Door Car,$408.55
NB54665,Arizona,F,High School or Below,43860,$65.00,Corporate Auto,Four-Door Car,$156.12
MG99229,Oregon,M,College,0,$180.00,Corporate Auto,Luxury Car,"$1,777.47"
MX76292,California,F,Doctor,48019,$64.00,Corporate Auto,Four-Door Car,$137.67
EJ90880,California,M,College,28786,$71.00,Personal Auto,Four-Door Car,$345.62
WO95180,California,F,High School or Below,22283,$65.00,Corporate Auto,Four-Door Car,$572.07
BU53191,Arizona,F,Bachelor,34133,$111.00,Personal Auto,SUV,$226.97
ZK54897,Arizona,M,Master,60880,$119.00,Personal Auto,Two-Door Car,$109.91
PP48389,California,F,Bachelor,0,$196.00,Personal Auto,Sports Car,$940.80
XD29421,Oregon,M,High School or Below,48115,$192.00,Personal Auto,Luxury Car,"$1,382.40"
OP26403,California,F,College,32017,$62.00,Personal Auto,Four-Door Car,$297.60
XK15687,Oregon,F,High School or Below,58518,$136.00,Personal Auto,SUV,$323.64
ED29955,California,M,Bachelor,61542,$67.00,Personal Auto,Four-Door Car,$321.60
QT84720,Oregon,F,Bachelor,56761,$73.00,Corporate Auto,Two-Door Car,$85.15
ZH35315,California,M,College,22976,$66.00,Personal Auto,Four-Door Car,$345.95
EE76374,Nevada,F,High School or Below,0,$72.00,Personal Auto,Four-Door Car,$709.08
SH51981,Washington,M,College,70301,$67.00,Personal Auto,Four-Door Car,$328.94
BS13111,Arizona,M,Bachelor,0,$66.00,Personal Auto,Four-Door Car,$315.95
JP12645,Arizona,M,Bachelor,44428,$104.00,Personal Auto,SUV,$499.20
ZF28570,Nevada,M,Bachelor,52361,$102.00,Personal Auto,Four-Door Car,$645.95
UU93074,California,M,College,32435,$297.00,Personal Auto,Luxury Car,"$1,767.35"
SZ60450,California,M,High School or Below,40272,$86.00,Personal Auto,Two-Door Car,$23.39
HL63895,Arizona,M,Master,30492,$61.00,Personal Auto,Four-Door Car,$171.38
UD27196,Arizona,M,High School or Below,51524,$244.00,Personal Auto,Luxury Car,"$1,171.20"
OU53351,Arizona,M,College,36635,$63.00,Corporate Auto,Four-Door Car,$302.40
SX50964,Arizona,F,Bachelor,83389,$65.00,Corporate Auto,Two-Door Car,$209.26
RP30093,Oregon,F,Bachelor,63035,$153.00,Personal Auto,SUV,$734.40
BK73302,California,M,Bachelor,61638,$82.00,Corporate Auto,Four-Door Car,$544.34
CS93971,Arizona,F,College,21073,$106.00,Personal Auto,SUV,$508.80
RG13940,California,F,College,0,$68.00,Personal Auto,Four-Door Car,$326.40
ZG94155,Oregon,M,Bachelor,0,$82.00,Personal Auto,Two-Door Car,$192.76
QN15356,Arizona,M,College,0,$74.00,Personal Auto,Four-Door Car,$532.80
MZ16820,Nevada,M,High School or Below,86811,$102.00,Corporate Auto,Four-Door Car,$489.60
DO98345,Oregon,M,High School or Below,72517,$82.00,Personal Auto,Two-Door Car,$371.46
PA48777,Washington,F,High School or Below,25965,"$5,353.00",Personal Auto,Four-Door Car,$329.21
UK76814,Oregon,F,Doctor,84424,$66.00,Personal Auto,Four-Door Car,$231.54
SR30440,California,F,College,43383,$109.00,Personal Auto,SUV,$757.59
XE66367,Oregon,M,High School or Below,96306,$95.00,Special Auto,Four-Door Car,$185.36
SZ70655,California,F,College,0,$61.00,Corporate Auto,Two-Door Car,$292.80
UV54502,Washington,F,High School or Below,0,$69.00,Personal Auto,Four-Door Car,$331.20
DK98861,Arizona,F,College,94125,$109.00,Personal Auto,SUV,$341.68
JX14364,Oregon,M,College,39778,$112.00,Personal Auto,SUV,$806.40
LI85491,Oregon,F,High School or Below,0,$101.00,Personal Auto,SUV,$727.20
JY87538,Oregon,F,College,91871,$102.00,Personal Auto,SUV,$346.85
VE55982,Nevada,M,Bachelor,54000,$66.00,Corporate Auto,Two-Door Car,$373.88
WK99918,Oregon,M,Doctor,57709,$125.00,Personal Auto,SUV,$600.00
XP16538,Arizona,F,High School or Below,81132,$107.00,Corporate Auto,SUV,$419.11
HW42900,California,M,College,22926,$93.00,Corporate Auto,Four-Door Car,$479.93
JG84729,Arizona,F,College,0,$72.00,Personal Auto,Four-Door Car,$345.60
XH85336,Washington,M,Bachelor,67798,$69.00,Personal Auto,Four-Door Car,$331.20
ND29059,Oregon,M,Bachelor,78011,$138.00,Personal Auto,SUV,$619.70
HC76653,Oregon,M,College,32931,$62.00,Personal Auto,Four-Door Car,$297.60
SG73822,California,F,Bachelor,99517,$109.00,Personal Auto,Four-Door Car,$239.91
CB44654,Arizona,M,Bachelor,59665,$62.00,Personal Auto,Two-Door Car,$167.14
MP53505,Washington,F,High School or Below,86073,$136.00,Corporate Auto,Sports Car,$333.57
YJ43481,Arizona,F,High School or Below,91099,$107.00,Corporate Auto,SUV,$406.43
TP15362,Oregon,M,College,28013,$91.00,Personal Auto,Four-Door Car,$655.20
YX90754,Nevada,F,High School or Below,55478,$71.00,Personal Auto,Two-Door Car,$339.40
TQ32702,Nevada,F,College,22568,$88.00,Corporate Auto,Four-Door Car,$422.40
TS50305,California,F,High School or Below,0,$112.00,Personal Auto,SUV,$806.40
BY22068,Arizona,M,High School or Below,39335,$201.00,Corporate Auto,Luxury SUV,$964.80
TJ48439,Oregon,F,College,0,$66.00,Personal Auto,Two-Door Car,$508.70
TE61015,Oregon,M,College,0,$72.00,Personal Auto,Four-Door Car,$345.60
RD89159,Oregon,M,College,58842,$110.00,Personal Auto,Four-Door Car,$528.00
VW86720,Oregon,F,Bachelor,0,$69.00,Personal Auto,Four-Door Car,$678.21
UM76485,Oregon,M,College,0,$102.00,Personal Auto,SUV,$489.60
LS62045,Oregon,F,Bachelor,70037,$70.00,Personal Auto,Four-Door Car,$409.99
ZG84862,Nevada,M,High School or Below,0,$62.00,Personal Auto,Two-Door Car,$446.40
CD76093,Nevada,M,College,59847,$192.00,Corporate Auto,Luxury Car,$921.60
FO99259,California,M,Bachelor,26630,$118.00,Personal Auto,Four-Door Car,$581.08
KN87338,Oregon,F,High School or Below,48039,$68.00,Personal Auto,Four-Door Car,$11.45
LT89398,California,M,High School or Below,0,$92.00,Personal Auto,Four-Door Car,$441.60
NZ19529,Arizona,M,High School or Below,0,$137.00,Personal Auto,SUV,"$1,227.46"
PR41853,Arizona,F,Bachelor,0,$118.00,Corporate Auto,Sports Car,$101.83
ZF40671,Washington,F,Master,15818,$107.00,Personal Auto,Two-Door Car,$333.89
XR84971,Oregon,F,Doctor,36537,$85.00,Personal Auto,Four-Door Car,$165.31
BP83941,Arizona,F,Master,0,$115.00,Personal Auto,SUV,$552.00
PY80449,Arizona,M,High School or Below,53603,$132.00,Personal Auto,Sports Car,$697.27
ET22260,Nevada,M,Doctor,0,$80.00,Corporate Auto,Four-Door Car,$6.28
OF47250,California,F,Doctor,92374,$107.00,Personal Auto,SUV,$220.02
WB58031,California,M,High School or Below,39658,$66.00,Corporate Auto,Four-Door Car,$316.80
UV80201,Oregon,F,Bachelor,0,$116.00,Personal Auto,Sports Car,$556.80
PY10605,Arizona,M,Bachelor,0,$70.00,Personal Auto,Two-Door Car,$336.00
JI82682,California,F,High School or Below,0,$65.00,Personal Auto,Four-Door Car,$328.31
BU14748,Arizona,M,High School or Below,50755,$91.00,Personal Auto,Two-Door Car,$436.80
QK18099,Washington,F,College,69050,$67.00,Personal Auto,Four-Door Car,$334.89
LD26428,Oregon,M,Bachelor,0,$73.00,Corporate Auto,Four-Door Car,$680.05
MY43761,California,M,High School or Below,50607,$137.00,Personal Auto,SUV,$657.60
WQ89892,Washington,F,College,0,$70.00,Special Auto,Two-Door Car,$336.00
GY55415,Nevada,F,Bachelor,0,$149.00,Corporate Auto,SUV,"$1,072.80"
IB42395,Nevada,M,College,0,$146.00,Corporate Auto,SUV,"$1,051.20"
ZU74482,Oregon,M,College,60920,$64.00,Personal Auto,Two-Door Car,$231.20
NL74789,California,F,Bachelor,0,$105.00,Special Auto,Two-Door Car,$504.00
YU86594,Oregon,M,High School or Below,55674,$66.00,Personal Auto,Four-Door Car,$81.71
QN37451,California,M,College,0,$189.00,Corporate Auto,Luxury Car,"$2,201.33"
GD83998,Washington,M,Bachelor,24495,$70.00,Personal Auto,Four-Door Car,$336.00
IL83479,Oregon,F,College,42983,$86.00,Personal Auto,Four-Door Car,$412.80
EF87528,Arizona,M,College,26802,$66.00,Special Auto,Two-Door Car,$316.80
IV74747,California,M,Doctor,0,$97.00,Corporate Auto,Four-Door Car,$469.23
JZ81608,Oregon,M,High School or Below,53808,$88.00,Personal Auto,Four-Door Car,$189.84
EO40136,Arizona,F,College,93403,$73.00,Personal Auto,Four-Door Car,$295.22
ZR40902,Oregon,F,Bachelor,26435,$111.00,Corporate Auto,Four-Door Car,"$1,012.25"
PO89542,Oregon,F,Bachelor,0,$68.00,Personal Auto,Four-Door Car,$326.40
FX57380,California,F,Bachelor,39854,$66.00,Personal Auto,Two-Door Car,$261.93
NM22175,Oregon,M,College,0,$161.00,Personal Auto,SUV,"$1,052.93"
BC97773,Nevada,F,Master,91368,$71.00,Personal Auto,Four-Door Car,$395.33
MN34012,Arizona,M,Bachelor,0,$115.00,Personal Auto,SUV,$552.00
KY29506,California,F,College,92850,$104.00,Personal Auto,Four-Door Car,$499.20
VU84949,Washington,F,Bachelor,0,$70.00,Personal Auto,Two-Door Car,$336.00
HC20975,Arizona,M,Bachelor,30915,$72.00,Personal Auto,Four-Door Car,$345.60
IF87079,Arizona,F,Master,48927,$72.00,Personal Auto,Four-Door Car,$139.35
EP18940,Oregon,F,Bachelor,0,$86.00,Personal Auto,Four-Door Car,$412.80
SB44003,Arizona,F,College,61108,$89.00,Personal Auto,Four-Door Car,$49.45
MK15785,Nevada,M,Master,48015,$110.00,Corporate Auto,Sports Car,$528.00
VP89545,Arizona,M,College,0,$61.00,Personal Auto,Four-Door Car,$292.80
HJ58678,Nevada,F,College,57587,$68.00,Personal Auto,Four-Door Car,$257.09
MW80236,Washington,M,Master,0,$70.00,Personal Auto,Four-Door Car,$336.00
IA52178,Arizona,F,College,81119,$196.00,Corporate Auto,SUV,$940.80
WC42895,California,F,Bachelor,65724,$70.00,Personal Auto,Four-Door Car,$14.52
JP41935,Washington,M,High School or Below,20128,$70.00,Personal Auto,Four-Door Car,$336.00
YM77369,Oregon,M,High School or Below,56146,$119.00,Corporate Auto,Four-Door Car,$401.79
WV15213,California,M,Bachelor,84658,$62.00,Personal Auto,Four-Door Car,$44.78
GX37592,Nevada,F,College,33257,$72.00,Personal Auto,Four-Door Car,$345.60
VM34210,Washington,F,College,0,$101.00,Personal Auto,SUV,$337.62
YJ59924,Oregon,M,College,31115,$92.00,Personal Auto,Four-Door Car,$441.60
OO35641,Oregon,F,College,78487,$117.00,Personal Auto,SUV,$448.26
EU54076,Oregon,M,Bachelor,92472,$65.00,Corporate Auto,Four-Door Car,$240.22
QH56750,Arizona,M,High School or Below,0,$64.00,Personal Auto,Four-Door Car,$460.80
PQ27923,Washington,M,Master,71737,$79.00,Personal Auto,Two-Door Car,$338.80
ES16126,California,M,College,60475,$107.00,Personal Auto,Four-Door Car,$513.60
PG42834,Arizona,F,Bachelor,26577,$79.00,Personal Auto,Four-Door Car,$73.72
OY44814,Arizona,M,High School or Below,0,$71.00,Personal Auto,Two-Door Car,$511.20
JI97190,California,M,High School or Below,43461,$64.00,Personal Auto,Two-Door Car,$307.20
ZK61113,Oregon,M,High School or Below,0,$94.00,Personal Auto,Two-Door Car,$676.80
MU88116,Oregon,F,Master,69085,$113.00,Corporate Auto,Sports Car,$472.27
TP61305,California,M,High School or Below,0,$84.00,Personal Auto,Four-Door Car,$604.80
ZY20779,Washington,M,High School or Below,0,$71.00,Personal Auto,Two-Door Car,$340.80
KP65334,California,F,College,0,$77.00,Corporate Auto,Four-Door Car,$783.43
OH15677,California,M,High School or Below,0,$110.00,Personal Auto,Sports Car,"$1,272.55"
HB53755,Oregon,F,High School or Below,0,$106.00,Personal Auto,Sports Car,$763.20
UF77079,Arizona,F,High School or Below,58361,$95.00,Personal Auto,Four-Door Car,$43.60
TD20252,Arizona,M,College,74092,$67.00,Personal Auto,Four-Door Car,$321.60
TH68362,California,F,College,0,$64.00,Corporate Auto,Four-Door Car,$380.82
TO34442,Washington,M,College,59768,$71.00,Personal Auto,Four-Door Car,$340.80
MP96373,Washington,M,Master,54585,"$7,575.00",Personal Auto,Two-Door Car,$340.80
CV72453,Oregon,F,High School or Below,0,$125.00,Corporate Auto,SUV,$900.00
OY92520,California,F,Bachelor,12075,$94.00,Personal Auto,Four-Door Car,$451.20
UY95530,California,M,College,62464,$109.00,Personal Auto,Sports Car,$400.18
FB84235,Oregon,M,College,22520,$73.00,Personal Auto,Four-Door Car,$350.40
MJ14480,Arizona,F,High School or Below,35012,$72.00,Personal Auto,Four-Door Car,$345.60
KW81128,Arizona,F,College,95140,$126.00,Personal Auto,Sports Car,$45.05
DQ98402,Nevada,F,High School or Below,82477,$90.00,Corporate Auto,Two-Door Car,$432.00
WN53966,California,M,Master,85871,$92.00,Personal Auto,Four-Door Car,$112.63
QK69627,Washington,F,High School or Below,75264,$78.00,Personal Auto,Four-Door Car,$343.34
QC55306,Washington,M,High School or Below,83170,$97.00,Personal Auto,Four-Door Car,$344.12
WV79842,California,M,High School or Below,24314,$235.00,Personal Auto,Luxury SUV,"$1,128.00"
DF40318,Oregon,M,Master,79751,$63.00,Corporate Auto,Two-Door Car,$392.24
TN90661,Nevada,M,High School or Below,83318,$72.00,Corporate Auto,Four-Door Car,$345.60
ZU88029,Oregon,F,Master,26161,$109.00,Personal Auto,Sports Car,$594.44
TQ88221,California,F,Bachelor,30473,$72.00,Corporate Auto,Four-Door Car,$450.08
KH34667,Nevada,M,College,50472,$87.00,Corporate Auto,Four-Door Car,$281.16
HW54198,Nevada,M,Master,94186,$64.00,Personal Auto,Four-Door Car,$135.34
GZ79662,Arizona,M,High School or Below,47611,$69.00,Corporate Auto,Four-Door Car,$593.65
YA11342,California,M,High School or Below,0,$103.00,Personal Auto,Four-Door Car,$518.72
ZW18871,Oregon,M,High School or Below,91245,$69.00,Corporate Auto,Four-Door Car,$19.25
QZ17137,Arizona,F,High School or Below,45944,$83.00,Personal Auto,Two-Door Car,$182.95
UV53712,California,F,College,59649,$69.00,Personal Auto,Four-Door Car,$167.74
SJ43436,Oregon,F,Bachelor,52785,$61.00,Corporate Auto,Two-Door Car,$45.72
VW46878,Oregon,F,High School or Below,59648,$66.00,Personal Auto,Four-Door Car,$316.80
TW91179,Oregon,F,College,93272,$95.00,Corporate Auto,Four-Door Car,$281.11
LG19551,Arizona,M,Bachelor,22134,$72.00,Corporate Auto,Four-Door Car,$445.88
AI49712,Washington,F,High School or Below,0,$72.00,Personal Auto,Four-Door Car,$345.60
WN14473,Arizona,M,Master,87798,$71.00,Personal Auto,Two-Door Car,$204.45
WH62198,California,M,Bachelor,0,$63.00,Personal Auto,Four-Door Car,$305.55
SP85148,California,F,Master,43811,$117.00,Personal Auto,Sports Car,$571.14
FB49203,California,F,College,0,$91.00,Corporate Auto,Two-Door Car,$655.20
FF94341,Nevada,F,Bachelor,92456,$95.00,Special Auto,Four-Door Car,$456.00
TS42594,California,F,High School or Below,59207,$116.00,Personal Auto,Four-Door Car,$556.80
IL43607,California,F,High School or Below,64519,$69.00,Corporate Auto,Four-Door Car,$331.20
