File,Customer,ST,GENDER,Education,Customer Lifetime Value,Income,Monthly Premium Auto,Number of Open Complaints,Policy Type,Vehicle Class,Total Claim Amount
file1.csv,LU89008,Arizona,F,College,595554.46%,0,83.0,1/0/00,Personal Auto,Four-Door Car,628.023494
file1.csv,NS10490,Oregon,F,Bachelor,1415861.36%,83235,70.0,1/0/00,Personal Auto,Two-Door Car,336
file1.csv,KL98495,Nevada,M,College,848723.80%,0,74.0,1/0/00,Personal Auto,Two-Door Car,426.655599
file1.csv,IU96845,Arizona,M,College,628547.69%,32390,80.0,1/0/00,Personal Auto,Four-Door Car,91.417923
file1.csv,QL93655,Oregon,F,High School or Below,1147348.15%,66538,95.0,1/0/00,Personal Auto,Two-Door Car,317.844812
file1.csv,PF40592,Washington,F,College,494263.06%,23285,65.0,1/0/00,Personal Auto,Two-Door Car,118.446235
file1.csv,LZ34046,Oregon,M,Bachelor,2359468.02%,76358,66.0,1/0/00,Personal Auto,Four-Door Car,86.461582
file1.csv,JC80093,Washington,M,Master,257250.66%,21104,66.0,1/0/00,Personal Auto,Four-Door Car,118.454974
file1.csv,YE88490,Arizona,F,College,538089.86%,55350,67.0,1/0/00,Personal Auto,Four-Door Car,321.6
file1.csv,YC80498,California,F,College,477055.09%,12964,65.0,1/0/00,Personal Auto,Two-Door Car,362.774545
file1.csv,AI85843,Arizona,F,Master,675665.14%,33288,86.0,1/2/00,Personal Auto,Four-Door Car,221.856184
file1.csv,XD66024,Arizona,F,College,593601.18%,0,84.0,1/0/00,Personal Auto,Four-Door Car,980.169081
file1.csv,FY51713,Arizona,F,Bachelor,357076.05%,56168,88.0,1/0/00,Personal Auto,Four-Door Car,614.675906
file1.csv,PH26378,California,M,College,601996.05%,0,92.0,1/0/00,Personal Auto,Four-Door Car,662.4
file1.csv,WQ18638,Oregon,M,High School or Below,542686.40%,23105,69.0,1/0/00,Personal Auto,Two-Door Car,331.2
file1.csv,KY14688,Oregon,F,Master,273031.38%,36218,68.0,1/0/00,Personal Auto,Four-Door Car,145.252168
file1.csv,TC97762,California,F,High School or Below,498268.14%,52275,62.0,1/0/00,Corporate Auto,Four-Door Car,374.240783
file1.csv,QC87108,Oregon,F,College,876926.68%,49665,74.0,1/0/00,Personal Auto,Four-Door Car,355.2
file1.csv,CX12134,Nevada,M,High School or Below,422061.35%,32471,110.0,1/0/00,Personal Auto,Two-Door Car,528
file1.csv,SM73248,Arizona,M,High School or Below,1153750.51%,0,86.0,1/1/00,Corporate Auto,Two-Door Car,619.2
file1.csv,CK19789,California,F,Master,588718.20%,62773,73.0,1/0/00,Personal Auto,Four-Door Car,80.669257
file1.csv,UV12583,California,F,College,470058.38%,76694,117.0,1/0/00,Personal Auto,SUV,561.6
file1.csv,JC11405,Oregon,M,High School or Below,1096395.72%,55687,276.0,1/0/00,Personal Auto,Luxury SUV,1324.8
file1.csv,KA89683,Arizona,F,High School or Below,252317.12%,0,70.0,1/0/00,Personal Auto,Four-Door Car,504
file1.csv,BG85305,Nevada,M,Doctor,375780.47%,36633,96.0,1/1/00,Personal Auto,Four-Door Car,460.8
file1.csv,UQ87917,Oregon,M,High School or Below,1294173.35%,77060,106.0,1/0/00,Personal Auto,SUV,468.566133
file1.csv,XN11823,Nevada,F,Bachelor,376446.51%,92600,94.0,1/0/00,Corporate Auto,Two-Door Car,842.43785
file1.csv,OS46571,California,M,High School or Below,688955.70%,0,66.0,1/0/00,Personal Auto,Four-Door Car,475.2
file1.csv,PX17116,Nevada,M,College,362345.42%,0,111.0,1/2/00,Corporate Auto,SUV,1171.93117
file1.csv,RP19541,Arizona,M,College,758211.38%,64801,64.0,1/0/00,Personal Auto,Four-Door Car,268.471802
file1.csv,ZR25747,Oregon,F,College,827774.56%,45257,103.0,1/0/00,Corporate Auto,Two-Door Car,494.4
file1.csv,NQ86532,California,M,High School or Below,257645.56%,26854,66.0,1/0/00,Personal Auto,Four-Door Car,475.2
file1.csv,JY27336,Oregon,F,College,820538.79%,85840,102.0,1/2/00,Corporate Auto,SUV,138.722385
file1.csv,PB54378,Oregon,F,Doctor,1958246.89%,26463,72.0,1/0/00,Corporate Auto,Four-Door Car,345.6
file1.csv,SV38190,Nevada,F,Bachelor,648152.66%,30689,81.0,1/0/00,Personal Auto,Four-Door Car,467.24802
file1.csv,CV24005,Oregon,M,High School or Below,259931.09%,29590,66.0,1/0/00,Corporate Auto,Two-Door Car,467.503236
file1.csv,EX28656,Oregon,F,College,983033.76%,25965,253.0,1/0/00,Personal Auto,Luxury SUV,1214.4
file1.csv,CF57022,Oregon,M,Bachelor,1044265.14%,17269,139.0,1/0/00,Personal Auto,SUV,667.2
file1.csv,GM16780,Oregon,M,College,3605753.70%,90330,137.0,1/3/00,Corporate Auto,Sports Car,192.085299
file1.csv,BX94438,California,F,High School or Below,847003.68%,0,113.0,1/0/00,Corporate Auto,SUV,619.973889
file1.csv,RM41745,California,F,High School or Below,827878.65%,0,110.0,1/0/00,Personal Auto,Four-Door Car,1002.782553
file1.csv,XR70252,California,F,High School or Below,478893.26%,0,67.0,1/1/00,Personal Auto,Two-Door Car,321.6
file1.csv,YH92099,Arizona,F,Bachelor,308799.99%,18558,80.0,1/0/00,Special Auto,Four-Door Car,384
file1.csv,SG81493,Arizona,M,Bachelor,444373.62%,46384,113.0,1/0/00,Corporate Auto,Four-Door Car,251.774574
file1.csv,ZX23819,Oregon,F,High School or Below,798408.65%,0,72.0,1/0/00,Personal Auto,Two-Door Car,866.208321
file1.csv,FJ54907,Oregon,F,College,718097.10%,42303,180.0,1/0/00,Personal Auto,Luxury SUV,1210.920949
file1.csv,CU26127,California,F,Bachelor,1565603.43%,71731,130.0,1/0/00,Corporate Auto,SUV,599.648466
file1.csv,YH60476,Oregon,M,High School or Below,578018.22%,51066,74.0,1/0/00,Corporate Auto,Four-Door Car,787.993313
file1.csv,ZZ97035,California,M,College,2071494.04%,0,203.0,1/0/00,Corporate Auto,Luxury Car,2027.724442
file1.csv,GE82737,Nevada,F,Bachelor,533735.24%,0,86.0,1/3/00,Personal Auto,Four-Door Car,619.2
file1.csv,KY21873,Arizona,M,College,505082.62%,0,69.0,1/0/00,Personal Auto,Two-Door Car,72.852047
file1.csv,UA51318,Arizona,F,High School or Below,511662.40%,26173,68.0,1/1/00,Corporate Auto,Four-Door Car,449.819671
file1.csv,BV55014,Oregon,M,Bachelor,726873.70%,24445,63.0,1/0/00,Personal Auto,Two-Door Car,302.4
file1.csv,HX21307,Oregon,M,College,261661.39%,72302,66.0,1/0/00,Personal Auto,Two-Door Car,316.8
file1.csv,LQ68252,Oregon,M,High School or Below,373843.62%,27208,102.0,1/0/00,Personal Auto,SUV,489.6
file1.csv,CR92802,California,F,Master,272535.64%,36650,69.0,1/1/00,Special Auto,Four-Door Car,56.60333
file1.csv,SL35268,Arizona,M,College,545386.12%,30855,68.0,1/0/00,Corporate Auto,Four-Door Car,259.060862
file1.csv,RD62882,Arizona,F,Bachelor,684615.03%,0,95.0,1/0/00,Personal Auto,Two-Door Car,456
file1.csv,JS42382,Oregon,M,Master,617291.42%,99960,76.0,1/0/00,Corporate Auto,Four-Door Car,364.8
file1.csv,BT30554,Arizona,F,Bachelor,1034632.45%,0,98.0,1/0/00,Personal Auto,Four-Door Car,470.4
file1.csv,VP57424,Nevada,F,Bachelor,699700.86%,55873,88.0,1/0/00,Personal Auto,Four-Door Car,299.356083
file1.csv,VU19243,Arizona,F,High School or Below,419625.77%,18052,111.0,1/0/00,Personal Auto,Four-Door Car,699.1679
file1.csv,TA82973,Oregon,F,High School or Below,785810.98%,28937,104.0,1/2/00,Personal Auto,SUV,117.959654
file1.csv,GK71720,Oregon,F,High School or Below,606434.40%,0,86.0,1/0/00,Personal Auto,Four-Door Car,545.240341
file1.csv,OQ61223,California,M,College,1749752.20%,0,73.0,1/0/00,Personal Auto,Two-Door Car,350.4
file1.csv,LL62746,Oregon,M,Doctor,897064.73%,12829,118.0,1/0/00,Personal Auto,SUV,328.231432
file1.csv,JQ56711,Oregon,F,Master,592311.72%,92163,73.0,1/0/00,Personal Auto,Two-Door Car,66.568642
file1.csv,AW77988,Oregon,M,High School or Below,3585059.94%,17588,192.0,1/0/00,Personal Auto,Luxury Car,1382.4
file1.csv,QP84605,Washington,F,Bachelor,870984.53%,41546,111.0,1/0/00,Corporate Auto,Four-Door Car,121.306839
file1.csv,MY97912,Arizona,M,College,1330933.52%,0,127.0,1/0/00,Personal Auto,SUV,609.6
file1.csv,IB87349,California,M,High School or Below,452850.49%,70340,113.0,1/0/00,Special Auto,Four-Door Car,542.4
file1.csv,AW73065,Oregon,F,High School or Below,279190.65%,0,74.0,1/0/00,Personal Auto,Four-Door Car,532.8
file1.csv,BW80872,Washington,M,High School or Below,443441.12%,34549,111.0,1/0/00,Personal Auto,Four-Door Car,125.933005
file1.csv,PX70175,Arizona,M,College,799600.75%,93459,99.0,1/0/00,Personal Auto,Four-Door Car,655.41333
file1.csv,KF75098,Arizona,M,Bachelor,512973.90%,86148,65.0,1/2/00,Personal Auto,Four-Door Car,312
file1.csv,IS50283,California,F,Bachelor,569717.52%,27048,72.0,1/0/00,Corporate Auto,Four-Door Car,345.6
file1.csv,MY64920,Oregon,F,College,921713.06%,73259,115.0,1/0/00,Personal Auto,SUV,673.34265
file1.csv,KN34250,Oregon,F,College,1020892.76%,35482,129.0,1/0/00,Corporate Auto,SUV,619.2
file1.csv,GN46207,Oregon,F,Master,417068.73%,29462,107.0,1/1/00,Personal Auto,SUV,513.6
file1.csv,KL57176,Oregon,F,College,450540.58%,67801,115.0,1/1/00,Personal Auto,SUV,23.810491
file1.csv,MN94234,California,M,High School or Below,310756.86%,0,94.0,1/4/00,Personal Auto,Two-Door Car,451.2
file1.csv,JY90595,Arizona,M,High School or Below,552866.50%,16042,73.0,1/0/00,Personal Auto,Two-Door Car,350.4
file1.csv,HK26543,California,M,High School or Below,504586.67%,28056,64.0,1/1/00,Personal Auto,Four-Door Car,307.2
file1.csv,PN86062,California,M,High School or Below,296272.25%,16495,85.0,1/3/00,Corporate Auto,Four-Door Car,408
file1.csv,VW27730,California,F,Master,866595.64%,41163,108.0,1/0/00,Corporate Auto,SUV,231.922173
file1.csv,SH55671,Arizona,F,College,1141344.12%,0,161.0,1/1/00,Personal Auto,Sports Car,772.8
file1.csv,MO56878,California,M,Bachelor,1548843.20%,33799,109.0,1/3/00,Corporate Auto,SUV,664.980242
file1.csv,VO38365,Washington,F,College,886114.95%,90125,110.0,1/0/00,Corporate Auto,SUV,128.645946
file1.csv,SV35618,Oregon,F,Bachelor,593474.15%,87747,147.0,1/1/00,Personal Auto,SUV,46.492039
file1.csv,RX12347,Nevada,M,College,354323.21%,35695,90.0,1/0/00,Personal Auto,Four-Door Car,432
file1.csv,FR55658,California,M,Master,349002.83%,90985,87.0,1/0/00,Personal Auto,Four-Door Car,78.085149
file1.csv,XS12556,California,F,College,368309.99%,0,101.0,1/0/00,Corporate Auto,Sports Car,564.466556
file1.csv,ZU73588,California,M,College,598977.39%,66839,154.0,1/0/00,Personal Auto,Sports Car,739.2
file1.csv,WT43034,California,F,High School or Below,1250084.30%,0,165.0,1/0/00,Personal Auto,SUV,792
file1.csv,VM13430,Oregon,F,Bachelor,860915.82%,79090,107.0,1/0/00,Corporate Auto,SUV,289.040734
file1.csv,TC78849,Oregon,M,Bachelor,249745.51%,24825,64.0,1/0/00,Personal Auto,Two-Door Car,155.938593
file1.csv,VC34764,California,M,College,701917.72%,26806,63.0,1/0/00,Personal Auto,Four-Door Car,302.4
file1.csv,WO90953,Oregon,F,College,538792.63%,56835,67.0,1/0/00,Personal Auto,Two-Door Car,326.549425
file1.csv,IU47468,Oregon,F,Bachelor,616555.75%,0,88.0,1/0/00,Special Auto,Two-Door Car,653.65668
file1.csv,KO46064,California,M,Bachelor,273020.29%,46135,69.0,1/0/00,Personal Auto,Four-Door Car,103.935601
file1.csv,RB34917,Arizona,F,Bachelor,516211.69%,0,73.0,1/0/00,Personal Auto,Four-Door Car,809.532341
file1.csv,BI38192,Oregon,F,High School or Below,793706.48%,22862,67.0,1/0/00,Personal Auto,Two-Door Car,321.6
file1.csv,PU18983,Oregon,F,High School or Below,860815.72%,21450,110.0,1/2/00,Personal Auto,Sports Car,528
file1.csv,SW79912,Oregon,M,Bachelor,263254.58%,95854,65.0,1/0/00,Personal Auto,Two-Door Car,312
file1.csv,ES39217,Oregon,F,Bachelor,778500.42%,44897,99.0,1/1/00,Personal Auto,Four-Door Car,580.72531
file1.csv,KP72427,Washington,M,High School or Below,2163983.86%,64455,108.0,1/0/00,Personal Auto,SUV,133.735395
file1.csv,UA19178,Oregon,F,Master,498082.50%,53265,62.0,1/0/00,Personal Auto,Four-Door Car,238.005074
file1.csv,PR53785,Arizona,F,High School or Below,745723.78%,0,198.0,1/1/00,Personal Auto,Luxury Car,1577.674417
file1.csv,XF57481,Washington,M,Master,1064093.93%,50450,90.0,1/0/00,Personal Auto,Two-Door Car,135.892444
file1.csv,CN90378,California,F,High School or Below,686250.83%,54780,88.0,1/3/00,Personal Auto,Four-Door Car,135.26125
file1.csv,KI56154,Nevada,M,High School or Below,904898.34%,0,119.0,1/0/00,Personal Auto,Sports Car,571.2
file1.csv,UI55951,California,M,Bachelor,554803.19%,67798,69.0,1/0/00,Personal Auto,Four-Door Car,331.2
file1.csv,FF28650,Oregon,M,Bachelor,831268.16%,21442,118.0,1/0/00,Personal Auto,SUV,566.4
file1.csv,FS55302,California,M,Bachelor,238998.10%,27615,62.0,1/1/00,Personal Auto,Four-Door Car,297.6
file1.csv,TN79487,California,M,Bachelor,445811.34%,17622,65.0,1/1/00,Personal Auto,Four-Door Car,312
file1.csv,HG32616,Nevada,M,High School or Below,529574.17%,50200,135.0,1/0/00,Personal Auto,Sports Car,637.063458
file1.csv,UK41984,Arizona,F,Doctor,383960.61%,0,112.0,1/2/00,Personal Auto,SUV,537.6
file1.csv,LZ52266,California,F,High School or Below,373150.46%,0,96.0,1/0/00,Personal Auto,Four-Door Car,460.8
file1.csv,PM27367,California,F,Master,277890.37%,73570,70.0,1/1/00,Special Auto,Two-Door Car,75.936096
file1.csv,ZK21724,Oregon,F,High School or Below,401654.20%,0,111.0,1/0/00,Personal Auto,SUV,799.2
file1.csv,BH35482,Washington,M,Doctor,493094.93%,70412,61.0,1/0/00,Corporate Auto,Two-Door Car,136.291083
file1.csv,QE22757,Nevada,M,Doctor,249131.70%,36631,62.0,1/0/00,Personal Auto,Four-Door Car,67.530904
file1.csv,ON77649,Oregon,F,College,290887.59%,35895,73.0,1/0/00,Personal Auto,Four-Door Car,312.921256
file1.csv,RN82884,Arizona,F,College,428294.80%,40864,109.0,1/1/00,Personal Auto,SUV,166.937747
file1.csv,CQ75652,Oregon,M,College,834162.37%,0,118.0,1/0/00,Personal Auto,Four-Door Car,566.4
file1.csv,FF58467,Arizona,F,Master,509078.13%,93018,63.0,1/0/00,Personal Auto,Four-Door Car,135.382194
file1.csv,BS83666,Oregon,M,Bachelor,736618.83%,70014,62.0,1/0/00,Corporate Auto,Four-Door Car,17.742954
file1.csv,WO29605,Oregon,F,College,243687.51%,48875,61.0,1/0/00,Personal Auto,Two-Door Car,1.838367
file1.csv,TL77607,California,M,Bachelor,885268.87%,67969,74.0,1/0/00,Personal Auto,Four-Door Car,197.776009
file1.csv,EZ50606,Oregon,F,High School or Below,2387547.68%,0,108.0,1/0/00,Corporate Auto,SUV,612.102262
file1.csv,OS39723,Oregon,F,Doctor,560049.65%,68665,69.0,1/0/00,Personal Auto,Two-Door Car,331.2
file1.csv,FN69743,California,M,College,463654.65%,26802,66.0,1/1/00,Corporate Auto,Two-Door Car,316.8
file1.csv,XW96958,Nevada,M,High School or Below,757334.51%,0,110.0,1/0/00,Corporate Auto,Four-Door Car,1193.036154
file1.csv,TU92578,California,M,College,1469663.55%,45345,125.0,1/0/00,Personal Auto,SUV,600
file1.csv,TL43709,Washington,M,Bachelor,897214.03%,89689,74.0,1/0/00,Personal Auto,Four-Door Car,136.829537
file1.csv,YE68736,California,F,Bachelor,772484.01%,32051,193.0,1/1/00,Personal Auto,SUV,926.4
file1.csv,OB96537,Oregon,M,Master,594667.07%,81139,74.0,1/0/00,Special Auto,Four-Door Car,392.6364
file1.csv,EU68825,Oregon,F,Master,800054.51%,63834,100.0,1/1/00,Personal Auto,Sports Car,215.226476
file1.csv,CC31456,Arizona,M,Bachelor,645756.10%,37548,81.0,1/0/00,Special Auto,Four-Door Car,160.598662
file1.csv,DJ77787,Arizona,F,High School or Below,728144.01%,0,69.0,1/3/00,Personal Auto,Four-Door Car,371.803029
file1.csv,LN26837,California,M,High School or Below,259243.78%,72421,65.0,1/0/00,Personal Auto,Four-Door Car,312
file1.csv,YI92916,Nevada,M,Master,467842.34%,83102,116.0,1/0/00,Corporate Auto,Four-Door Car,443.670399
file1.csv,NW54906,Oregon,M,College,1386992.71%,28432,118.0,1/0/00,Personal Auto,SUV,612.300581
file1.csv,ME77513,Nevada,F,Master,871777.78%,83707,108.0,1/0/00,Corporate Auto,Four-Door Car,290.391526
file1.csv,UK76891,California,F,College,523398.68%,63259,65.0,1/0/00,Corporate Auto,Four-Door Car,316.795337
file1.csv,SI26888,Nevada,F,High School or Below,476418.97%,0,67.0,1/0/00,Personal Auto,Four-Door Car,405.527937
file1.csv,YD74948,Oregon,F,College,247246.92%,63860,62.0,1/0/00,Personal Auto,Four-Door Car,208.598246
file1.csv,HB64268,Washington,M,Bachelor,281369.26%,43836,73.0,1/0/00,Personal Auto,Four-Door Car,138.130879
file1.csv,BW52697,California,F,College,550505.70%,86132,68.0,1/0/00,Personal Auto,Two-Door Car,301.437365
file1.csv,NL41409,Oregon,F,Bachelor,260620.85%,28519,66.0,1/0/00,Personal Auto,Two-Door Car,456.473115
file1.csv,OD69005,Arizona,F,High School or Below,1048194.38%,39102,88.0,1/0/00,Personal Auto,Four-Door Car,152.338562
file1.csv,ZZ91716,California,F,Bachelor,325676.64%,0,89.0,1/0/00,Personal Auto,Four-Door Car,491.755368
file1.csv,UK70255,California,F,College,3047578.05%,97298,128.0,1/0/00,Personal Auto,Sports Car,48.517439
file1.csv,QT25383,Nevada,M,High School or Below,636490.22%,41986,84.0,1/2/00,Personal Auto,Two-Door Car,430.375049
file1.csv,AW18068,Arizona,M,High School or Below,946850.93%,0,88.0,1/0/00,Personal Auto,Two-Door Car,633.6
file1.csv,NS45347,Oregon,F,College,563145.19%,17291,73.0,1/0/00,Personal Auto,Four-Door Car,350.4
file1.csv,FV19421,California,M,Bachelor,778099.93%,0,74.0,1/0/00,Personal Auto,Four-Door Car,246.489123
file1.csv,XW89091,California,M,College,981652.83%,37256,62.0,1/0/00,Personal Auto,Four-Door Car,128.969729
file1.csv,YC11951,Oregon,M,High School or Below,751913.36%,96306,95.0,1/1/00,Corporate Auto,Four-Door Car,185.355353
file1.csv,UY18770,California,F,Bachelor,1017971.70%,14290,271.0,1/0/00,Personal Auto,Luxury SUV,1300.8
file1.csv,RA49085,California,F,College,277283.92%,37038,71.0,1/1/00,Corporate Auto,Four-Door Car,9.071305
file1.csv,BG84194,Oregon,M,College,403750.18%,90760,103.0,1/2/00,Special Auto,SUV,133.475315
file1.csv,PT64580,Washington,M,Master,419196.61%,77048,103.0,1/0/00,Personal Auto,SUV,141.199465
file1.csv,MR67738,Oregon,F,High School or Below,267686.79%,54480,67.0,1/0/00,Personal Auto,Four-Door Car,321.6
file1.csv,DM95829,California,M,College,252395.96%,16244,68.0,1/0/00,Personal Auto,Two-Door Car,623.223617
file1.csv,DB75522,California,F,College,698840.16%,22436,89.0,1/0/00,Special Auto,Four-Door Car,427.2
file1.csv,LM34525,Washington,F,College,874205.78%,71592,72.0,1/0/00,Personal Auto,Four-Door Car,141.725051
file1.csv,WW30771,Arizona,M,Master,267331.96%,28728,67.0,1/0/00,Personal Auto,Four-Door Car,321.6
file1.csv,QP65569,Arizona,M,High School or Below,1215732.99%,57449,103.0,1/0/00,Personal Auto,Four-Door Car,494.4
file1.csv,TN50051,California,F,Doctor,295776.40%,83318,73.0,1/0/00,Personal Auto,Two-Door Car,211.336937
file1.csv,UO86707,Washington,M,Bachelor,717390.94%,75217,61.0,1/1/00,Personal Auto,Four-Door Car,147.080303
file1.csv,JA41698,Nevada,M,Bachelor,309953.80%,0,102.0,1/5/00,Corporate Auto,SUV,862.762957
file1.csv,NX18774,Oregon,M,Bachelor,841568.46%,55308,107.0,1/0/00,Corporate Auto,SUV,513.6
file1.csv,DA69469,Oregon,F,College,2684312.45%,36068,97.0,1/0/00,Personal Auto,Two-Door Car,113.367765
file1.csv,CN23147,Oregon,M,Bachelor,1305717.07%,48804,112.0,1/1/00,Corporate Auto,Four-Door Car,537.6
file1.csv,RA68844,Oregon,M,College,959995.02%,0,131.0,1/0/00,Personal Auto,SUV,943.2
file1.csv,GH42026,Oregon,M,Bachelor,853510.89%,55790,111.0,1/0/00,Personal Auto,SUV,117.672722
file1.csv,BD16530,Arizona,F,Bachelor,829348.19%,70258,69.0,1/0/00,Personal Auto,Four-Door Car,225.145949
file1.csv,JH91579,Oregon,F,Bachelor,684615.03%,0,95.0,1/0/00,Personal Auto,Two-Door Car,456
file1.csv,WK23685,Oregon,F,Bachelor,663685.98%,47274,83.0,1/1/00,Corporate Auto,Four-Door Car,182.432565
file1.csv,GR62267,Washington,F,College,560908.25%,44705,71.0,1/0/00,Personal Auto,Two-Door Car,148.173152
file1.csv,PI78084,Arizona,M,High School or Below,507732.09%,0,73.0,1/0/00,Personal Auto,Two-Door Car,525.6
file1.csv,GF97874,Washington,F,Master,527562.70%,70446,65.0,1/0/00,Personal Auto,Four-Door Car,155.570802
file1.csv,ZH19885,Washington,F,High School or Below,251459.20%,43860,65.0,1/0/00,Personal Auto,Four-Door Car,156.124914
file1.csv,UK25655,Oregon,F,Bachelor,343525.01%,64348,86.0,1/0/00,Personal Auto,Two-Door Car,212.391975
file1.csv,QR45101,Oregon,M,Bachelor,662461.18%,0,62.0,1/0/00,Corporate Auto,Two-Door Car,297.6
file1.csv,EL93539,California,M,Master,575744.23%,88997,72.0,1/0/00,Special Auto,Four-Door Car,174.041566
file1.csv,EE99484,Washington,F,High School or Below,251459.20%,43860,65.0,1/0/00,Corporate Auto,Four-Door Car,156.124914
file1.csv,DP46882,California,F,High School or Below,288645.16%,10312,78.0,1/0/00,Corporate Auto,Four-Door Car,486.278557
file1.csv,WP41146,California,F,High School or Below,534143.88%,0,72.0,1/1/00,Personal Auto,Four-Door Car,345.6
file1.csv,TK60799,Arizona,F,High School or Below,416001.81%,96263,103.0,1/0/00,Personal Auto,SUV,1.924709
file1.csv,DN29808,California,F,College,284624.54%,28919,72.0,1/0/00,Corporate Auto,Four-Door Car,518.4
file1.csv,SS59521,Oregon,F,College,477025.66%,0,68.0,1/1/00,Personal Auto,Two-Door Car,326.4
file1.csv,NG66579,Oregon,M,Bachelor,505961.62%,41869,64.0,1/0/00,Personal Auto,Two-Door Car,262.12205
file1.csv,TC14209,Arizona,F,High School or Below,909574.46%,0,128.0,1/0/00,Personal Auto,SUV,921.6
file1.csv,ED50963,California,F,High School or Below,268886.40%,32808,68.0,1/1/00,Personal Auto,Four-Door Car,541.695658
file1.csv,GP40701,California,F,Bachelor,827763.76%,79780,68.0,1/0/00,Personal Auto,Four-Door Car,326.4
file1.csv,CP98451,Oregon,F,College,905793.53%,91025,112.0,1/0/00,Personal Auto,SUV,327.682669
file1.csv,NX52648,California,F,High School or Below,380175.04%,33043,95.0,1/0/00,Personal Auto,Two-Door Car,456
file1.csv,ZC32510,Arizona,M,High School or Below,933934.16%,69442,118.0,1/3/00,Personal Auto,Four-Door Car,1265.570302
file1.csv,NG27780,Oregon,M,College,252012.32%,0,70.0,1/0/00,Corporate Auto,Four-Door Car,63.043197
file1.csv,HN95240,Arizona,F,College,498409.53%,0,70.0,1/0/00,Corporate Auto,Four-Door Car,336
file1.csv,EB59129,Oregon,F,Bachelor,259574.80%,47234,65.0,1/0/00,Personal Auto,Four-Door Car,15.631363
file1.csv,RA70851,Oregon,M,High School or Below,743769.33%,86863,92.0,1/0/00,Personal Auto,Four-Door Car,441.6
file1.csv,PM19162,Oregon,M,Bachelor,1453678.76%,25805,66.0,1/2/00,Personal Auto,Four-Door Car,375.866091
file1.csv,MS59005,Nevada,M,Bachelor,591330.59%,43676,76.0,1/0/00,Personal Auto,Four-Door Car,364.8
file1.csv,SU71163,Arizona,M,College,277166.30%,59855,74.0,1/4/00,Personal Auto,Two-Door Car,355.2
file1.csv,BD35676,Arizona,M,Master,2919436.64%,35296,126.0,1/0/00,Personal Auto,SUV,452.616872
file1.csv,NI44621,Oregon,F,Master,988038.58%,36576,125.0,1/1/00,Personal Auto,SUV,113.450122
file1.csv,EW33419,California,F,High School or Below,1511440.24%,28513,100.0,1/1/00,Corporate Auto,SUV,480
file1.csv,HX44948,Oregon,M,Bachelor,575991.08%,85448,72.0,1/0/00,Special Auto,Four-Door Car,16.03451
file1.csv,DL36983,Oregon,F,High School or Below,849516.42%,23791,110.0,1/3/00,Personal Auto,Two-Door Car,615.27228
file1.csv,XR87264,California,F,Bachelor,438118.42%,20597,112.0,1/0/00,Personal Auto,Four-Door Car,615.256301
file1.csv,NN99001,Arizona,F,College,699782.74%,56940,87.0,1/0/00,Personal Auto,Four-Door Car,512.66245
file1.csv,XV95530,Oregon,M,Bachelor,1143058.85%,93210,71.0,1/0/00,Personal Auto,Two-Door Car,74.523935
file1.csv,OL97871,Oregon,F,Bachelor,748248.61%,48992,94.0,1/1/00,Personal Auto,Four-Door Car,426.072946
file1.csv,HQ23708,Arizona,F,Master,859691.66%,53736,71.0,1/0/00,Personal Auto,Two-Door Car,169.287785
file1.csv,WR63188,Arizona,M,College,785496.08%,25378,66.0,1/1/00,Personal Auto,Four-Door Car,419.464143
file1.csv,NG82219,Oregon,F,Bachelor,258240.85%,76731,64.0,1/0/00,Personal Auto,Four-Door Car,201.455005
file1.csv,KU29408,Washington,M,Master,907576.82%,37722,116.0,1/0/00,Corporate Auto,Sports Car,158.077504
file1.csv,RE46783,California,F,Bachelor,411858.86%,69379,103.0,1/0/00,Personal Auto,Two-Door Car,494.4
file1.csv,RU94434,Oregon,M,High School or Below,1215732.99%,57449,103.0,1/0/00,Personal Auto,Four-Door Car,494.4
file1.csv,GI82355,Arizona,M,Bachelor,515281.96%,0,68.0,1/0/00,Corporate Auto,Four-Door Car,326.4
file1.csv,VO26340,Nevada,M,College,651297.65%,0,93.0,1/0/00,Personal Auto,Two-Door Car,669.6
file1.csv,NV61299,Arizona,F,Bachelor,2778969.24%,33806,89.0,1/0/00,Corporate Auto,Four-Door Car,395.729716
file1.csv,DX31066,Washington,F,College,266727.00%,94041,66.0,1/0/00,Personal Auto,Four-Door Car,159.756733
file1.csv,CY50337,Oregon,F,College,1092840.71%,74965,90.0,1/0/00,Personal Auto,Four-Door Car,58.557552
file1.csv,TJ20375,Arizona,F,High School or Below,761538.13%,34095,63.0,1/0/00,Personal Auto,Two-Door Car,302.4
file1.csv,EP72155,California,F,College,200435.07%,0,66.0,1/4/00,Personal Auto,Four-Door Car,316.8
file1.csv,JJ76159,California,M,College,243468.12%,96045,61.0,1/0/00,Corporate Auto,Four-Door Car,8.582971
file1.csv,BG15419,Nevada,F,Bachelor,1419536.03%,86355,118.0,1/0/00,Personal Auto,Sports Car,285.418473
file1.csv,AO74776,California,F,High School or Below,942768.49%,27824,118.0,1/0/00,Personal Auto,SUV,566.4
file1.csv,HQ82233,California,M,High School or Below,1198242.09%,42995,101.0,1/0/00,Personal Auto,SUV,410.508316
file1.csv,OL72737,Oregon,F,High School or Below,310278.95%,21235,79.0,1/0/00,Personal Auto,Two-Door Car,244.23135
